Product_normalized	OriginalProducts	Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	DbXrefs
3-mercaptopyruvate sulfurtransferase	putative 3-mercaptopyruvate sulfurtransferase	contig_963	cds	76252	77106	+	MDNEJI_03078		SO:0001217, UniRef:UniRef50_Q9I452
3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)	contig_1241	cds	44681	45682	-	MDNEJI_04775		SO:0001217, UniRef:UniRef50_A0A1C3TTH4
3-methyl-2-oxobutanoate hydroxymethyltransferase	3-methyl-2-oxobutanoate hydroxymethyltransferase	contig_777;contig_908	cds	41468;95397	42268;96218	+;-	MDNEJI_01429;MDNEJI_01987		SO:0001217, UniRef:UniRef50_A1US40;SO:0001217, UniRef:UniRef50_Q2SYZ1
3-methyladenine dna glycosylase	3-methyladenine DNA glycosylase	contig_1130	cds	216878	217339	-	MDNEJI_04362		SO:0001217, UniRef:UniRef50_A0A2W5D7R9
3-methylmercaptopropionyl-coa dehydrogenase	3-methylmercaptopropionyl-CoA dehydrogenase	contig_1463;contig_908	cds	138279;375691;599285	140075;377493;601075	+;-	MDNEJI_02291;MDNEJI_02507;MDNEJI_05765		SO:0001217, UniRef:UniRef50_A0A5E6P7M7;SO:0001217, UniRef:UniRef50_A0A5E6TDY9;SO:0001217, UniRef:UniRef50_A0A6T9XY09
3-octaprenyl-4-hydroxybenzoate carboxy-lyase	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	contig_974	cds	51020	52486	-	MDNEJI_03152		SO:0001217, UniRef:UniRef50_P0AAB4
3-oxoacyl-[acyl-carrier protein] reductase	3-oxoacyl-[acyl-carrier protein] reductase	contig_1130;contig_555;contig_908	cds	103064;120015;31037	104419;120767;31819	+;-	MDNEJI_00928;MDNEJI_02048;MDNEJI_04268		SO:0001217, UniRef:UniRef50_A0A1D7W2B1;SO:0001217, UniRef:UniRef50_A0A3M4Q202;SO:0001217, UniRef:UniRef50_A0A7W7DMA2
3-oxoacyl-[acyl-carrier-protein] reductase	3-oxoacyl-[acyl-carrier-protein] reductase	contig_1019	cds	241540	242283	+	MDNEJI_03655		SO:0001217, UniRef:UniRef50_I4CV97
3-oxoacyl-[acyl-carrier-protein] reductase fabg	3-oxoacyl-[acyl-carrier-protein] reductase FabG	contig_908	cds	546236	546973	-	MDNEJI_02452	fabG	SO:0001217, UniRef:UniRef50_A0A069Q155
3-oxoacyl-[acyl-carrier-protein] reductase maba	3-oxoacyl-[acyl-carrier-protein] reductase MabA	contig_963	cds	21530	22324	-	MDNEJI_03024	mabA	SO:0001217, UniRef:UniRef50_A0A172UFQ7
3-oxoacyl-[acyl-carrier-protein] synthase 1	3-oxoacyl-[acyl-carrier-protein] synthase 1	contig_777	cds	106826	108043	-	MDNEJI_01440		SO:0001217, UniRef:UniRef50_A0A7Y4FGN5
3-oxoacyl-[acyl-carrier-protein] synthase 2	3-oxoacyl-[acyl-carrier-protein] synthase 2	contig_930	cds	305	1573	-	MDNEJI_02643		SO:0001217, UniRef:UniRef50_A0A2W0FKX1
3-oxoacyl-acp reductase	3-oxoacyl-ACP reductase	contig_1352;contig_444	cds	124923;71863	125681;72630	+;-	MDNEJI_00786;MDNEJI_05247		SO:0001217, UniRef:UniRef50_A0A069Q7C3;SO:0001217, UniRef:UniRef50_Q9AGI9
3-oxoacyl-acp reductase rhlg	3-oxoacyl-ACP reductase RhlG	contig_1241	cds	14456	15226	+	MDNEJI_04744	rhlG	BlastRules:WP_003113116, SO:0001217, UniRef:UniRef50_A0A0D6RVY8
3-oxoacyl-acp synthase	3-oxoacyl-ACP synthase	contig_222	cds	162743	163780	-	MDNEJI_00400		SO:0001217, UniRef:UniRef50_A0A554PBT4
3-oxoadipate coa-transferase	3-oxoadipate CoA-transferase	contig_222	cds	31506	32288	-	MDNEJI_00276		SO:0001217, UniRef:UniRef50_S6BGT4
3-oxoadipate coa-transferase subunit a	3-oxoadipate CoA-transferase subunit A	contig_222	cds	32285	33136	-	MDNEJI_00277		SO:0001217, UniRef:UniRef50_Q8VPF3
3-oxoadipate enol-lactonase	3-oxoadipate enol-lactonase	contig_1463;contig_222	cds	162558;26648	163355;27439	-	MDNEJI_00272;MDNEJI_05790		SO:0001217, UniRef:UniRef50_A0A0S2DBU0;SO:0001217, UniRef:UniRef50_A0A6L6TEI6
3-oxoadipate enol-lactone hydrolase	3-oxoadipate enol-lactone hydrolase	contig_1019	cds	149559	150560	-	MDNEJI_03567		SO:0001217, UniRef:UniRef50_A0A157P5A4
3-phosphoglycerate kinase	3-phosphoglycerate kinase	contig_111	cds	39841	40158	-	MDNEJI_00062		SO:0001217, UniRef:UniRef50_Q9HZ16
3-phosphoshikimate 1-carboxyvinyltransferase	3-phosphoshikimate 1-carboxyvinyltransferase	contig_1019	cds	23052	25292	+	MDNEJI_03459		SO:0001217, UniRef:UniRef50_A0A2E6M221
30s ribosomal protein s1	30S ribosomal protein S1	contig_1019	cds	26249	27928	+	MDNEJI_03461		SO:0001217, UniRef:UniRef50_A0A1B8P219
30s ribosomal protein s3	30S ribosomal protein S3	contig_1352	cds	109875	110117	+	MDNEJI_05286		SO:0001217, UniRef:UniRef50_C3K864
33 kda chaperonin	33 kDa chaperonin	contig_974	cds	1883	2776	-	MDNEJI_03106		SO:0001217, UniRef:UniRef50_A0A0F7M023
4-alpha-glucanotransferase	4-alpha-glucanotransferase	contig_333	cds	141796	143850	-	MDNEJI_00586		SO:0001217, UniRef:UniRef50_A6V618
4-amino-4-deoxy-l-arabinose-phosphound	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE	contig_1241	cds	189870	190217	+	MDNEJI_04899	arnE	SO:0001217, UniRef:UniRef50_Q9HY60
4-aminobutyrate aminotransferase	4-aminobutyrate aminotransferase	contig_1463	cds	401082	402362	-	MDNEJI_06012		SO:0001217, UniRef:UniRef50_A0A377C5I6
4-carboxy-2-hydroxymuconate-6-semialdehyde dehydrogenase	4-carboxy-2-hydroxymuconate-6-semialdehyde dehydrogenase	contig_222	cds	20184	21227	-	MDNEJI_00266		SO:0001217, UniRef:UniRef50_Q88JP7
4-carboxymuconolactone d	4-carboxymuconolactone decarboxylase	contig_222;contig_907	cds	110061;26236	110447;26637	-	MDNEJI_00271;MDNEJI_01902		SO:0001217, UniRef:UniRef50_A0A7W5II27;SO:0001217, UniRef:UniRef50_P20370
4-deoxy-4-formamido-l-arabinose-phosphound	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD	contig_1241	cds	187340	188227	+	MDNEJI_04897	arnD	SO:0001217, UniRef:UniRef50_P76472
4-diphosphocytidyl-2-c-methyl-d-erythritol kinase	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	contig_952	cds	12325	13173	-	MDNEJI_02903		SO:0001217, UniRef:UniRef50_P42805
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)	contig_1130	cds	447786	448901	+	MDNEJI_04583		SO:0001217, UniRef:UniRef50_P62620
4-hydroxy-3-methylbut-2-enyl diphosphate reductase	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	contig_907	cds	21536;52909	22480;53118	+	MDNEJI_01827;MDNEJI_01857		SO:0001217, UniRef:UniRef50_A0A0C5EFG9;SO:0001217, UniRef:UniRef50_P62623
4-hydroxy-tetrahydrodipicolinate reductase	4-hydroxy-tetrahydrodipicolinate reductase	contig_908	cds	74133	74939	-	MDNEJI_02020		SO:0001217, UniRef:UniRef50_B2VH06
4-hydroxy-tetrahydrodipicolinate synthase	4-hydroxy-tetrahydrodipicolinate synthase	contig_1130;contig_1352;contig_1574	cds	156838;24724;65912	157716;25635;66790	-	MDNEJI_04186;MDNEJI_05336;MDNEJI_06086		SO:0001217, UniRef:UniRef50_A0A0T5P9D1;SO:0001217, UniRef:UniRef50_A0A2N7VMT3;SO:0001217, UniRef:UniRef50_C5BQD1
4-hydroxybenzoate 3-monooxygenase	4-hydroxybenzoate 3-monooxygenase	contig_222	cds	8121	9305	+	MDNEJI_00256		SO:0001217, UniRef:UniRef50_Q1I960
4-hydroxybenzoate octaprenyltransferase	4-hydroxybenzoate octaprenyltransferase	contig_885	cds	13447	14337	-	MDNEJI_01515		SO:0001217, UniRef:UniRef50_Q12S01
4-hydroxybenzoate transporter pcak	4-hydroxybenzoate transporter PcaK	contig_222;contig_908	cds	22556;225669	227009;23902	+;-	MDNEJI_00268;MDNEJI_02167	pcaK	SO:0001217, UniRef:UniRef50_A0A2U2Y5R8;SO:0001217, UniRef:UniRef50_Q51955
4-hydroxybenzoyl-coa thioesterase/acyl-coa thioester hydrolase	4-hydroxybenzoyl-CoA thioesterase/acyl-CoA thioester hydrolase	contig_1352	cds	269058	269504	-	MDNEJI_05438		SO:0001217, UniRef:UniRef50_A0A7X0JWV6
4-hydroxyphenylacetate 3-monooxygenase reductase component	4-hydroxyphenylacetate 3-monooxygenase reductase component	contig_1130	cds	132532	133044	-	MDNEJI_04280		SO:0001217, UniRef:UniRef50_D8IP34
4-hydroxyphenylacetate degradation bifunctional isomerase/d	4-hydroxyphenylacetate degradation bifunctional isomerase/decarboxylase	contig_1130	cds	98869	99648	-	MDNEJI_04251		SO:0001217, UniRef:UniRef50_W0PFK4
4-hydroxyphenylacetate degradation isomerase/d	4-hydroxyphenylacetate degradation isomerase/decarboxylase domain protein	contig_1130	cds	99659	100318	-	MDNEJI_04252		SO:0001217, UniRef:UniRef50_Q4KBA8
4-hydroxyphenylpyruvate dioxygenase	4-hydroxyphenylpyruvate dioxygenase	contig_1352	cds	376075	377148	-	MDNEJI_05548		SO:0001217, UniRef:UniRef50_A0A8T7A859
4-hydroxyproline 2-epimerase	4-hydroxyproline 2-epimerase	contig_1574;contig_919	cds	1601;61006	2545;62049	+;-	MDNEJI_02518;MDNEJI_06082		SO:0001217, UniRef:UniRef50_B9JQV3;SO:0001217, UniRef:UniRef50_Q5LKW3
4-hydroxyproline 2-epimerase 2	4-hydroxyproline 2-epimerase 2	contig_1574	cds	64812	65855	-	MDNEJI_06085		SO:0001217, UniRef:UniRef50_A9AQW9
4-hydroxythreonine-4-phosphate dehydrogenase	4-hydroxythreonine-4-phosphate dehydrogenase	contig_1463;contig_333	cds	183535;55675	184548;56661	+	MDNEJI_00631;MDNEJI_05677		SO:0001217, UniRef:UniRef50_D7AAP8;SO:0001217, UniRef:UniRef50_P58719
4-nitrophenol 2-monooxygenase, oxygenase component	4-nitrophenol 2-monooxygenase, oxygenase component	contig_1130	cds	133074	134636	-	MDNEJI_04281		SO:0001217, UniRef:UniRef50_Q8RQQ0
4-vinyl reductase 4vr domain-containing protein	4-vinyl reductase 4VR domain-containing protein	contig_555	cds	173594	174124	-	MDNEJI_01058		SO:0001217, UniRef:UniRef50_A0A9Q6I5R8
4fe-4s ferredoxin-type domain-containing protein	4Fe-4S ferredoxin-type domain-containing protein	contig_1463;contig_908	cds	125258;295708	126187;295959	+;-	MDNEJI_02073;MDNEJI_05909		SO:0001217, UniRef:UniRef50_A0A433ZWY7;SO:0001217, UniRef:UniRef50_A0A6L4YEZ0
5' ureb small rna	5' ureB small RNA	contig_908	ncRNA	192560	192846	-	MDNEJI_02134	5_ureB_sRNA	RFAM:RF02514, SO:0000655
5'-nucleotidase sure	5'-nucleotidase SurE	contig_1241	cds	264325	265074	-	MDNEJI_04969	surE	SO:0001217, UniRef:UniRef50_Q9HY05
5,6-dimethylbenzimidazole synthase	5,6-dimethylbenzimidazole synthase	contig_963	cds	93757	94413	-	MDNEJI_03097		SO:0001217, UniRef:UniRef50_A0A5S9N5S2
5-amino-6-(5-phospho-d-ribitylamino)uracil phosphatase yigb	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB	contig_885	cds	145825	146523	-	MDNEJI_01642	yigB	SO:0001217, UniRef:UniRef50_A0A5E7A0P1
5-carboxymethyl-2-hydroxymuconate delta-isomerase	5-carboxymethyl-2-hydroxymuconate delta-isomerase	contig_1130	cds	95954	96346	-	MDNEJI_04248		SO:0001217, UniRef:UniRef50_A0A076LW02
5-carboxymethyl-2-hydroxymuconate isomerase	5-carboxymethyl-2-hydroxymuconate isomerase	contig_896	cds	82534	82905	-	MDNEJI_01736		SO:0001217, UniRef:UniRef50_Q9I2D8
5-formyltetrahydrofolate cyclo-ligase	5-formyltetrahydrofolate cyclo-ligase	contig_974	cds	40267	40878	+	MDNEJI_03142		SO:0001217, UniRef:UniRef50_A0A031MIS0
5-guanidino-2-oxopentanoate d	5-guanidino-2-oxopentanoate decarboxylase	contig_930	cds	33526	35127	-	MDNEJI_02674		SO:0001217, UniRef:UniRef50_A0A656QMT9
5-hydroxyisourate hydrolase	5-hydroxyisourate hydrolase	contig_777	cds	5060	5440	+	MDNEJI_01345		SO:0001217, UniRef:UniRef50_Q8XXJ7
5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	contig_896	cds	122161	124461	-	MDNEJI_01773		SO:0001217, UniRef:UniRef50_A0A1M7IXR4
5-methylthioadenosine/s-adenosylhomocysteine deaminase	5-methylthioadenosine/S-adenosylhomocysteine deaminase	contig_1019	cds	14083	15417	-	MDNEJI_03453		SO:0001217, UniRef:UniRef50_A0A5E6VET5
5-oxoprolinase subunit a	5-oxoprolinase subunit A	contig_907	cds	78266	79021	+	MDNEJI_01877		SO:0001217, UniRef:UniRef50_I3XZ29
5-oxoprolinase subunit a 2	5-oxoprolinase subunit A 2	contig_1463	cds	151524	152282	-	MDNEJI_05778		SO:0001217, UniRef:UniRef50_Q881F7
5-oxoprolinase subunit a 3	5-oxoprolinase subunit A 3	contig_333	cds	80326	81069	-	MDNEJI_00530		SO:0001217, UniRef:UniRef50_Q9HVR0
5-oxoprolinase subunit pxpb	5-oxoprolinase subunit PxpB	contig_907	cds	79018	79695	+	MDNEJI_01878	pxpB	SO:0001217, UniRef:UniRef50_A0A6G6IRJ8
50s ribosomal protein l16 arginine hydroxylase	50S ribosomal protein L16 arginine hydroxylase	contig_1574	cds	126379	127548	-	MDNEJI_06146		SO:0001217, UniRef:UniRef50_A0A120G553
50s ribosomal protein l21	50S ribosomal protein L21	contig_555	cds	175450	175920	-	MDNEJI_01060		SO:0001217, UniRef:UniRef50_A0A512HQ28
5s ribosomal rna	5S ribosomal RNA	contig_1030;contig_1163	rRNA	1;22	137;95	+;-	MDNEJI_04002;MDNEJI_04681	rrf	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
6,7-dimethyl-8-ribityllumazine synthase	6,7-dimethyl-8-ribityllumazine synthase	contig_1130	cds	173794	174270	+	MDNEJI_04319		SO:0001217, UniRef:UniRef50_Q9HWX5
6-carboxy-5,6,7,8-tetrahydropterin synthase	6-carboxy-5,6,7,8-tetrahydropterin synthase	contig_1574	cds	85741	86097	-	MDNEJI_06108		SO:0001217, UniRef:UniRef50_A0A5E6MPV7
6-phosphogluconate phosphatase	6-phosphogluconate phosphatase	contig_1463	cds	88152	88847	+	MDNEJI_05709		SO:0001217, UniRef:UniRef50_A0A9P1R372
6-phosphogluconolactonase	6-phosphogluconolactonase	contig_1019	cds	3704	4420	+	MDNEJI_03441		SO:0001217, UniRef:UniRef50_A0A5E6VDK6
6s / ssrs rna	6S / SsrS RNA	contig_974	ncRNA	40079	40257	+	MDNEJI_03141	6S	RFAM:RF00013, SO:0000655
7,8-dihydroneopterin aldolase	7,8-dihydroneopterin aldolase	contig_1241;contig_1463	cds	66733;66827	67149;67198	+;-	MDNEJI_04797;MDNEJI_05688		SO:0001217, UniRef:UniRef50_A0A7U6GJP7;SO:0001217, UniRef:UniRef50_A0A8H9MAK9
7-carboxy-7-deazaguanine synthase	7-carboxy-7-deazaguanine synthase	contig_1352	cds	263297	263944	-	MDNEJI_05431		SO:0001217, UniRef:UniRef50_A0A0D0TEF2
7-cyano-7-deazaguanine synthase	7-cyano-7-deazaguanine synthase	contig_1352;contig_885	cds	130290;262607	130895;263281	+;-	MDNEJI_01626;MDNEJI_05430		SO:0001217, UniRef:UniRef50_A0A376FG34;SO:0001217, UniRef:UniRef50_Q1CYI2
7-methyl-gtp pyrophosphatase	7-methyl-GTP pyrophosphatase	contig_1019	cds	238037	238615	-	MDNEJI_03650		SO:0001217, UniRef:UniRef50_Q88LM1
8-amino-7-oxononanoate synthase	8-amino-7-oxononanoate synthase;Putative 8-amino-7-oxononanoate synthase	contig_1463;contig_222;contig_777	cds	132136;144995;155801	133482;146200;156967	+;-	MDNEJI_00366;MDNEJI_01486;MDNEJI_05771		SO:0001217, UniRef:UniRef50_A0A0C3RNZ2;SO:0001217, UniRef:UniRef50_A0A0N0XKL2;SO:0001217, UniRef:UniRef50_Q7NY39
8-oxo-dgtp diphosphatase	8-oxo-dGTP diphosphatase	contig_444	cds	136629	137576	-	MDNEJI_00797		SO:0001217, UniRef:UniRef50_Q9HW06
8-oxoguanine deaminase	8-oxoguanine deaminase	contig_222	cds	119654	121003	-	MDNEJI_00356		SO:0001217, UniRef:UniRef50_Q9I6Z0
[ribosomal protein bs18]-alanine n-acetyltransferase	[Ribosomal protein bS18]-alanine N-acetyltransferase	contig_1030	cds	16129	16581	+	MDNEJI_04016		SO:0001217, UniRef:UniRef50_A0A2U2XPR5
[ribosomal protein us5]-alanine n-acetyltransferase	[Ribosomal protein uS5]-alanine N-acetyltransferase	contig_896	cds	121476	122099	+	MDNEJI_01772		SO:0001217, UniRef:UniRef50_Q9I2H6
a	AEC family transporter	contig_222;contig_555;contig_666	cds	66530;74719;93240	67411;75606;94184	+;-	MDNEJI_00310;MDNEJI_00986;MDNEJI_01180		SO:0001217, UniRef:UniRef50_Q9HTA4;SO:0001217, UniRef:UniRef50_Q9I302;SO:0001217, UniRef:UniRef50_Q9I6U6
a-type flagellar hook-associated protein 2	A-type flagellar hook-associated protein 2	contig_1352	cds	61301	62737	-	MDNEJI_05239		SO:0001217, UniRef:UniRef50_O33421
a1, b1 targets of c4 antisense rna	a1, b1 targets of C4 antisense RNA	contig_908;contig_919	ncRNA	31331;544542;566413	31384;544594;566465	+;-	MDNEJI_02448;MDNEJI_02475;MDNEJI_02543	c4-a1b1	RFAM:RF03163, SO:0000644
aaa atpase	AAA ATPase	contig_1352	cds	223278	226220	+	MDNEJI_05399		SO:0001217, UniRef:UniRef50_A0A2X0QRE7
aaa domain-containing protein	AAA domain-containing protein	contig_1019;contig_1241;contig_930	cds	320646;477573;84647	321284;478448;85435	+;-	MDNEJI_02719;MDNEJI_03898;MDNEJI_05020		SO:0001217, UniRef:UniRef50_A0A0F9VSQ6;SO:0001217, UniRef:UniRef50_A0A240U7Y5;SO:0001217, UniRef:UniRef50_A9I9F2
aaa family atpase	AAA family ATPase	contig_1018;contig_1019;contig_444;contig_896	cds	111286;338430;39414;57189	112962;339347;41318;58196	+	MDNEJI_00717;MDNEJI_01764;MDNEJI_03434;MDNEJI_03752		SO:0001217, UniRef:UniRef50_A0A3D0STC4;SO:0001217, UniRef:UniRef50_A0A8T9AL31;SO:0001217, UniRef:UniRef50_Q9HZX1;SO:0001217, UniRef:UniRef50_UPI000F562AD5
aaa+ atpase domain-containing protein	AAA+ ATPase domain-containing protein	contig_1185;contig_1574;contig_444;contig_885	cds	2089;30269;39248;92340	31114;3255;40738;93248	+;-	MDNEJI_00702;MDNEJI_01588;MDNEJI_04699;MDNEJI_06056		SO:0001217, UniRef:UniRef50_A0A024HL76;SO:0001217, UniRef:UniRef50_A0A1V3RXI9;SO:0001217, UniRef:UniRef50_A0A7W5YNY1;SO:0001217, UniRef:UniRef50_Q63VZ7
aac(6')-ib family aminoglycoside 6'-n-acetyltransferase	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	contig_1141	cds	3829	4422	+	MDNEJI_04669	aac(6')-Ib	NCBIProtein:WP_003159191.1, SO:0001217, UniRef:UniRef50_P19650
ab hydrolase-1 domain-containing protein	AB hydrolase-1 domain-containing protein	contig_111;contig_1574;contig_333;contig_777;contig_919;contig_963	cds	119688;149291;41294;59785;71588;77128;90829	120500;150067;42121;60687;72223;77967;91722	+;-	MDNEJI_00064;MDNEJI_00511;MDNEJI_00591;MDNEJI_01452;MDNEJI_02583;MDNEJI_03079;MDNEJI_06114		SO:0001217, UniRef:UniRef50_A0A1B3E8T1;SO:0001217, UniRef:UniRef50_A0A1P8K1D4;SO:0001217, UniRef:UniRef50_A0A5E6U6I2;SO:0001217, UniRef:UniRef50_A0A8S0GX04;SO:0001217, UniRef:UniRef50_B8I9X6;SO:0001217, UniRef:UniRef50_Q9I453;SO:0001217, UniRef:UniRef50_Q9I4C7
abasic site processing protein	Abasic site processing protein	contig_952	cds	47281	47895	+	MDNEJI_02940		SO:0001217, UniRef:UniRef50_A0A6G6J3L3
abc subunit of a-band lps efflux transporter	ABC subunit of A-band LPS efflux transporter	contig_555	cds	108586	109851	+	MDNEJI_01002		SO:0001217, UniRef:UniRef50_G3XD58
abc transmembrane type-1 domain-containing protein	ABC transmembrane type-1 domain-containing protein	contig_1019;contig_111;contig_1130;contig_1241;contig_1463;contig_1685;contig_222;contig_333;contig_885;contig_907;contig_908	cds	1472;1601;166936;174431;192326;193170;22019;222965;2310;245875;287484;359447;361964;442288;466551;549672;69285;69970;73903;83904;87864	167769;175147;193159;194102;223831;23092;2317;246768;288173;3242;360316;362686;3886;443250;467402;550367;70073;71586;74727;84815;88703	+;-	MDNEJI_00019;MDNEJI_00020;MDNEJI_00112;MDNEJI_00185;MDNEJI_00313;MDNEJI_00484;MDNEJI_00622;MDNEJI_01505;MDNEJI_01884;MDNEJI_02348;MDNEJI_02368;MDNEJI_02456;MDNEJI_03703;MDNEJI_04496;MDNEJI_04802;MDNEJI_04807;MDNEJI_04951;MDNEJI_05973;MDNEJI_06465;MDNEJI_06466;MDNEJI_06494		SO:0001217, UniRef:UniRef50_A0A0C5EDZ6;SO:0001217, UniRef:UniRef50_A0A0W8JG47;SO:0001217, UniRef:UniRef50_A0A3M5EH43;SO:0001217, UniRef:UniRef50_A0A3M5W878;SO:0001217, UniRef:UniRef50_A0A5E7ALJ8;SO:0001217, UniRef:UniRef50_A0A6S7AVE2;SO:0001217, UniRef:UniRef50_A0AA35N337;SO:0001217, UniRef:UniRef50_A0AA37HK38;SO:0001217, UniRef:UniRef50_A0AAD1GVC0;SO:0001217, UniRef:UniRef50_A0AAJ5N3T5;SO:0001217, UniRef:UniRef50_A0AAJ5NCK6;SO:0001217, UniRef:UniRef50_A0AAJ5T3H9;SO:0001217, UniRef:UniRef50_A0AAJ5T3R6;SO:0001217, UniRef:UniRef50_A0AAJ5T7P8;SO:0001217, UniRef:UniRef50_A7MH46;SO:0001217, UniRef:UniRef50_A8AGV5;SO:0001217, UniRef:UniRef50_F4GVJ9;SO:0001217, UniRef:UniRef50_N2J0X2;SO:0001217, UniRef:UniRef50_N9Q7K9;SO:0001217, UniRef:UniRef50_U3GCD2;SO:0001217, UniRef:UniRef50_U5T4C1
abc transporter	ABC transporter	contig_1352;contig_941	cds	24563;349214	26734;349903	-	MDNEJI_02797;MDNEJI_05523		SO:0001217, UniRef:UniRef50_A0A0B7DD05;SO:0001217, UniRef:UniRef50_W1N8V1
abc transporter atp-binding protein	ABC transporter ATP-binding protein	contig_1019;contig_1148;contig_1352;contig_907;contig_908	cds	137;189107;198405;357713;39923;81906	189805;198638;358396;41689;433;82877	+;-	MDNEJI_01882;MDNEJI_02127;MDNEJI_03612;MDNEJI_03771;MDNEJI_04672;MDNEJI_05217		SO:0001217, UniRef:UniRef50_A0A0C5E6B1;SO:0001217, UniRef:UniRef50_A0A142MD42;SO:0001217, UniRef:UniRef50_A0A157M7F7;SO:0001217, UniRef:UniRef50_A0A379SLP4;SO:0001217, UniRef:UniRef50_Q87ZB7;SO:0001217, UniRef:UniRef50_W9B7Y2
abc transporter atp-binding protein nosf	putative ABC transporter ATP-binding protein NosF	contig_1241	cds	22366	23280	+	MDNEJI_04751	nosF	SO:0001217, UniRef:UniRef50_P19844
abc transporter atp-binding protein pchh	ABC transporter ATP-binding protein PchH	contig_996	cds	9741	11453	-	MDNEJI_03268	pchH	BlastRules:WP_003115081, SO:0001217, UniRef:UniRef50_A0AAE8NBH6
abc transporter atp-binding protein pchi	ABC transporter ATP-binding protein PchI	contig_996	cds	8020	9744	-	MDNEJI_03267	pchI	BlastRules:WP_003115082, SO:0001217, UniRef:UniRef50_A0A6J5DYU8
abc transporter atpase	ABC transporter ATPase	contig_908	cds	188113	188970	+	MDNEJI_02126		SO:0001217, UniRef:UniRef50_A0A105Z7Z4
abc transporter binding protein nosd	putative ABC transporter binding protein NosD	contig_1241	cds	21104	22369	+	MDNEJI_04750	nosD	SO:0001217, UniRef:UniRef50_P19843
abc transporter domain-containing protein	ABC transporter domain-containing protein	contig_1019;contig_111;contig_1130;contig_1241;contig_1685;contig_885;contig_930;contig_952;contig_974	cds	103118;165748;166139;187957;222100;24568;298825;326914;361761;43340;492370;55578;68363;97051	103831;166452;166942;188883;222948;25362;299598;327735;362684;44980;493302;56375;70279;98820	+;-	MDNEJI_00044;MDNEJI_00184;MDNEJI_01593;MDNEJI_02683;MDNEJI_02983;MDNEJI_03167;MDNEJI_03715;MDNEJI_03917;MDNEJI_04215;MDNEJI_04309;MDNEJI_04335;MDNEJI_05027;MDNEJI_05062;MDNEJI_06493		SO:0001217, UniRef:UniRef50_A0A0C5E8B3;SO:0001217, UniRef:UniRef50_A0A0C5EAA5;SO:0001217, UniRef:UniRef50_A0A0J6SIY9;SO:0001217, UniRef:UniRef50_A0A0Q6SLX6;SO:0001217, UniRef:UniRef50_A0A1P8ULG6;SO:0001217, UniRef:UniRef50_A0AAJ5N457;SO:0001217, UniRef:UniRef50_A7MJX9;SO:0001217, UniRef:UniRef50_H1CXV3;SO:0001217, UniRef:UniRef50_K1JG05;SO:0001217, UniRef:UniRef50_K2DRA1;SO:0001217, UniRef:UniRef50_K8PDE3;SO:0001217, UniRef:UniRef50_K9DUY1
abc transporter nucleotide binding/atpase protein	ABC transporter nucleotide binding/ATPase protein	contig_908	cds	548070	548843	+	MDNEJI_02454		SO:0001217, UniRef:UniRef50_B9K015
abc transporter nucleotide binding/atpase protein (nitrate/sulfonates)	ABC transporter nucleotide binding/ATPase protein (Nitrate/sulfonates)	contig_222	cds	71583	72422	+	MDNEJI_00314		SO:0001217, UniRef:UniRef50_B9K4V1
abc transporter permease	ABC transporter permease	contig_1019;contig_1130;contig_1463;contig_222;contig_555;contig_952	cds	103828;124872;296829;349951;414473;52140	105021;125798;297860;350643;415363;52817	+;-	MDNEJI_00360;MDNEJI_00948;MDNEJI_02984;MDNEJI_03713;MDNEJI_04548;MDNEJI_05962		SO:0001217, UniRef:UniRef50_A0A1D9CV15;SO:0001217, UniRef:UniRef50_A0A1X1PJJ0;SO:0001217, UniRef:UniRef50_A0A223UAG3;SO:0001217, UniRef:UniRef50_A0A2G0X9S4;SO:0001217, UniRef:UniRef50_A0A3B0M519;SO:0001217, UniRef:UniRef50_A0AAJ5N3Y9
