# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_111	cds	209329	210153	-	COBAOO_01085		chemotaxis protein methyltransferase	SO:0001217, UniRef:UniRef50_O87131, VFDB:VFC0204, VFDB:VFG043017
contig_111	cds	210230	211162	-	COBAOO_01090		chemotaxis protein	SO:0001217, UniRef:UniRef50_Q8EFI3, VFDB:VFC0204, VFDB:VFG043018
contig_111	cds	211255	211992	+	COBAOO_01095	flgA	flagellar basal body P-ring biosynthesis protein FlgA	SO:0001217, UniRef:UniRef50_G8Q5Q5, VFDB:VFC0204, VFDB:VFG014642
contig_111	cds	212137	212460	+	COBAOO_01100	flgM	negative regulator of flagellin synthesis	SO:0001217, UniRef:UniRef50_A0A8H0SUW9, VFDB:VFC0204, VFDB:VFG014655
contig_111	cds	212515	212985	+	COBAOO_01105	flgN	flagella synthesis protein FlgN	SO:0001217, UniRef:UniRef50_A0A024HEF2, VFDB:VFC0204, VFDB:VFG014668
contig_111	cds	213056	213805	+	COBAOO_01110	ycgR	Flagellar brake protein YcgR	SO:0001217, UniRef:UniRef50_A0A653DXI7
contig_111	cds	213809	214420	-	COBAOO_01115		Glycosyltransferase	SO:0001217, UniRef:UniRef50_S6AYF2
contig_111	cds	214462	215766	-	COBAOO_01120		MFS domain-containing protein	SO:0001217, UniRef:UniRef50_A0A024HEQ5
contig_111	cds	215950	217293	-	COBAOO_01125		Glutamine synthetase	SO:0001217, UniRef:UniRef50_A0A379KKY0
contig_111	cds	217517	218863	+	COBAOO_01130		D-serine dehydratase	SO:0001217, UniRef:UniRef50_A0A379VHB2
contig_111	cds	218920	219798	+	COBAOO_01135		DMT family transporter	SO:0001217, UniRef:UniRef50_U5T5N0
contig_111	cds	219803	220831	-	COBAOO_01140		Fusaric acid resistance protein-like	SO:0001217, UniRef:UniRef50_A0A5E7HYB3
contig_111	cds	220836	221894	-	COBAOO_01145	yibH	Inner membrane protein YibH	SO:0001217, UniRef:UniRef50_A0A5E7L280
contig_111	cds	222361	222708	+	COBAOO_01150		Fucose-binding lectin	SO:0001217, UniRef:UniRef50_A0A069Q9V4
contig_111	cds	222755	223429	-	COBAOO_01155		hypothetical protein	
contig_111	cds	223951	224541	-	COBAOO_01160		Aliphatic amidase regulator	SO:0001217, UniRef:UniRef50_P10932
contig_111	cds	224538	225695	-	COBAOO_01165	amiC	aliphatic amidase expression-regulating protein AmiC	BlastRules:WP_003091751, SO:0001217, UniRef:UniRef50_P27017
contig_111	cds	225721	226836	-	COBAOO_01170	amiB	ATP-dependent protease ATP-binding subunit-like protein AmiB	SO:0001217, UniRef:UniRef50_Q51416
contig_111	cds	226919	227959	-	COBAOO_01175		Aliphatic amidase	SO:0001217, UniRef:UniRef50_A0A6J5GYN1
contig_111	cds	228226	228564	+	COBAOO_01180		Secreted protein	SO:0001217, UniRef:UniRef50_A0A1M6YRX1
contig_121	cds	76	270	-	COBAOO_01185		hypothetical protein	
contig_128	cds	123	311	+	COBAOO_01190		hypothetical protein	
contig_135	cds	93	314	-	COBAOO_01195		Periplasmic solute binding protein	SO:0001217, UniRef:UniRef50_E1IZC9
contig_136	cds	3	278	-	COBAOO_01200		hypothetical protein	PFAM:PF00117.31
contig_151	cds	34	201	-	COBAOO_01205		hypothetical protein	
contig_155	cds	102	314	-	COBAOO_01210		hypothetical protein	
contig_192	cds	57	323	+	COBAOO_01215		hypothetical protein	PFAM:PF01053.23
contig_222	cds	293	496	+	COBAOO_01220		Transposase	SO:0001217, UniRef:UniRef50_A0A845G9N3
contig_222	cds	759	1691	+	COBAOO_01225		hypothetical protein	
contig_222	cds	1840	2541	+	COBAOO_01230		DUF1275 domain-containing protein	SO:0001217, UniRef:UniRef50_Q1IBG3
contig_222	cds	2662	4152	+	COBAOO_01235		UbiD-like decarboxylase	SO:0001217, UniRef:UniRef50_Q9I6N5
contig_222	cds	4193	4669	+	COBAOO_01240		Winged helix DNA-binding domain protein	SO:0001217, UniRef:UniRef50_A0A2R3IQN2
contig_222	cds	4794	5048	+	COBAOO_01245		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A8B4Z8L8
contig_222	cds	5316	5957	+	COBAOO_01250		SUFU domain-containing protein	SO:0001217, UniRef:UniRef50_V6A7W1
contig_222	cds	6122	6556	+	COBAOO_01255		Histidine kinase	SO:0001217, UniRef:UniRef50_A0A0K0SY84
contig_222	cds	6634	7080	+	COBAOO_01260		hypothetical protein	PFAM:PF13508.10, PFAM:PF13673.10
contig_222	cds	7077	7943	-	COBAOO_01265		Putative transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A485FZK9
contig_222	cds	8121	9305	+	COBAOO_01270		4-hydroxybenzoate 3-monooxygenase	SO:0001217, UniRef:UniRef50_A0A7C2IGM3
contig_222	cds	9480	10985	+	COBAOO_01275		MFS domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M4Q2F8
contig_222	cds	11102	11548	+	COBAOO_01280		3-dehydroquinate dehydratase	SO:0001217, UniRef:UniRef50_A0A0P0YIK7
contig_222	cds	11545	12399	+	COBAOO_01285		Shikimate dehydrogenase	SO:0001217, UniRef:UniRef50_A0A3M5EH88
contig_222	cds	12439	13107	-	COBAOO_01290		HTH tetR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M3DV35
contig_222	cds	13200	15104	-	COBAOO_01295		3-dehydroshikimate dehydratase	SO:0001217, UniRef:UniRef50_Q88JU3
contig_222	cds	15651	16976	+	COBAOO_01300		MFS domain-containing protein	SO:0001217, UniRef:UniRef50_A0A423JAS7
contig_222	cds	17042	18292	+	COBAOO_01305	nicP	Porin-like protein NicP	SO:0001217, UniRef:UniRef50_A0A5E7PM87
contig_222	cds	18318	19196	-	COBAOO_01310	eamA	EamA family transporter	SO:0001217, UniRef:UniRef50_K9NRL5
contig_222	cds	19346	20161	-	COBAOO_01315		Inosose isomerase	SO:0001217, UniRef:UniRef50_A0A127MUY0
contig_222	cds	20184	21227	-	COBAOO_01320		1,5-anhydro-D-fructose reductase	SO:0001217, UniRef:UniRef50_A0A127MV75
contig_222	cds	21471	22250	-	COBAOO_01325	iclR	IclR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A3M3DV95
contig_222	cds	22556	23902	+	COBAOO_01330	pcaK	4-hydroxybenzoate transporter PcaK	SO:0001217, UniRef:UniRef50_Q51955
contig_222	cds	24143	24976	-	COBAOO_01335		Nucleoside-binding protein	SO:0001217, UniRef:UniRef50_A0A0D6BF34
contig_222	cds	25167	26108	-	COBAOO_01340		HTH lysR-type domain-containing protein	SO:0001217, UniRef:UniRef50_N9QYW0
contig_222	cds	26236	26637	-	COBAOO_01345		4-carboxymuconolactone decarboxylase	SO:0001217, UniRef:UniRef50_A0A371YRH7
contig_222	cds	26648	27439	-	COBAOO_01350		3-oxoadipate enol-lactonase	SO:0001217, UniRef:UniRef50_A0A120G7D4
contig_222	cds	27454	28833	-	COBAOO_01355		3-carboxy-cis,cis-muconate cycloisomerase	SO:0001217, UniRef:UniRef50_P32427
contig_222	cds	28856	30154	-	COBAOO_01360		Alpha-ketoglutarate permease	SO:0001217, UniRef:UniRef50_P0AEX3
contig_222	cds	30304	31509	-	COBAOO_01365		3-oxoadipyl-CoA thiolase	SO:0001217, UniRef:UniRef50_A0A2E8CJY2
contig_222	cds	31506	32288	-	COBAOO_01370		3-oxoadipate CoA-transferase	SO:0001217, UniRef:UniRef50_Q1IE48
contig_222	cds	32285	33136	-	COBAOO_01375		3-oxoadipate CoA-transferase subunit A	SO:0001217, UniRef:UniRef50_Q8VPF3
contig_222	cds	33287	33826	-	COBAOO_01380		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M4AJW2
contig_222	cds	33981	34763	+	COBAOO_01385	novR	Decarboxylase NovR	SO:0001217, UniRef:UniRef50_A0A853SVZ8
contig_222	cds	34823	35704	+	COBAOO_01390		4-hydroxy-tetrahydrodipicolinate synthase	SO:0001217, UniRef:UniRef50_A0A2T6FLA8
contig_222	cds	35782	36840	-	COBAOO_01395		Spermidine/putrescine ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A1Q9R5M2
contig_222	cds	37004	38386	-	COBAOO_01400		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	SO:0001217, UniRef:UniRef50_A0A1C6NEK6
contig_222	cds	38417	39850	-	COBAOO_01405		Amino acid transporter	SO:0001217, UniRef:UniRef50_W1N4Q7
contig_222	cds	39908	41398	-	COBAOO_01410		Aldehyde dehydrogenase (NAD+)	SO:0001217, UniRef:UniRef50_B8CT61
contig_222	cds	41749	42669	+	COBAOO_01415		HTH lysR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M5MH27
contig_222	cds	43007	43936	+	COBAOO_01420	lysR	LysR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A072ZSR4
contig_222	cds	44021	44785	-	COBAOO_01425	madM	MadM domain-containing protein	SO:0001217, UniRef:UniRef50_A0A5E6SIH6
contig_222	cds	44791	45195	-	COBAOO_01430	madL	Malonate transporter subunit MadL	SO:0001217, UniRef:UniRef50_A0A5E7KVR4
contig_222	cds	45252	46184	-	COBAOO_01435		Malonyl CoA-acyl carrier protein transacylase	SO:0001217, UniRef:UniRef50_A0A377PHP3
contig_222	cds	46181	46873	-	COBAOO_01440		Phosphoribosyl-dephospho-CoA transferase	SO:0001217, UniRef:UniRef50_Q9I6S5
contig_222	cds	46889	47695	-	COBAOO_01445		Malonyl-S-ACP:biotin-protein carboxyltransferase MADD	SO:0001217, UniRef:UniRef50_A0A3A4CWU9
contig_222	cds	47692	48555	-	COBAOO_01450		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	SO:0001217, UniRef:UniRef50_A0A376DD77
contig_222	cds	48548	48847	-	COBAOO_01455		Malonate decarboxylase acyl carrier protein	SO:0001217, UniRef:UniRef50_A6UY05
contig_222	cds	48849	49730	-	COBAOO_01460		putative 2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase	SO:0001217, UniRef:UniRef50_A0A5E6Y1F0
contig_222	cds	49730	51394	-	COBAOO_01465		Acetyl-S-ACP:malonate ACP transferase	SO:0001217, UniRef:UniRef50_O06924
contig_222	cds	51505	52086	-	COBAOO_01470		hypothetical protein	PFAM:PF00561.23, PFAM:PF06821.16, PFAM:PF12697.10
contig_222	cds	52302	52514	+	COBAOO_01475		hypothetical protein	
contig_222	cds	52695	53096	-	COBAOO_01480	exbD	Biopolymer transporter ExbD	SO:0001217, UniRef:UniRef50_N8Q3L4
contig_222	cds	53098	53817	-	COBAOO_01485		MotA-ExbB domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C5DQD9
contig_222	cds	53846	54658	-	COBAOO_01490	tonB	Protein TonB	SO:0001217, UniRef:UniRef50_A0A136QDT7
contig_222	cds	55002	56438	-	COBAOO_01495		proton-translocating NAD(P)(+) transhydrogenase	SO:0001217, UniRef:UniRef50_A0A2E1X0D1
contig_222	cds	56438	56746	-	COBAOO_01500		proton-translocating NAD(P)(+) transhydrogenase	SO:0001217, UniRef:UniRef50_A0A2H6G3A8
contig_222	cds	56822	57940	-	COBAOO_01505		proton-translocating NAD(P)(+) transhydrogenase	SO:0001217, UniRef:UniRef50_V5VGF5
contig_222	cds	58587	59486	-	COBAOO_01510	tauD	TauD domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6J4EEP2
contig_222	cds	59554	60456	-	COBAOO_01515		Alpha-ketoglutarate-dependent taurine dioxygenase	SO:0001217, UniRef:UniRef50_A0A378W3D0
contig_222	cds	60497	62869	-	COBAOO_01520		TonB-dependent receptor	SO:0001217, UniRef:UniRef50_A0A2V4HS03
contig_222	cds	63220	64137	+	COBAOO_01525		HTH lysR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1Q9RBV2
contig_222	cds	64161	64886	-	COBAOO_01530		Acid phosphatase	SO:0001217, UniRef:UniRef50_A0A0D6FFE3
contig_222	cds	65134	66492	+	COBAOO_01535	oprD	OprD family porin	SO:0001217, UniRef:UniRef50_A0A5E5R433
contig_222	cds	66530	67411	-	COBAOO_01540		AEC family transporter	SO:0001217, UniRef:UniRef50_Q9I6U6
contig_222	cds	67408	68223	-	COBAOO_01545	tauD	TauD domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0A8RBR1
contig_222	cds	68641	69702	-	COBAOO_01550		NMT1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M5DDI1
contig_222	cds	69970	71586	+	COBAOO_01555		ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A3M5US12
contig_222	cds	71583	72422	+	COBAOO_01560	ssuB	Aliphatic sulfonates import ATP-binding protein SsuB	SO:0001217, UniRef:UniRef50_A0A6J5GLS7
contig_222	cds	72510	74120	+	COBAOO_01565	atsA	arylsulfatase AtsA	BlastRules:WP_003106692, SO:0001217, UniRef:UniRef50_W0AII0
contig_222	cds	74220	74972	-	COBAOO_01570		Oxidoreductase	SO:0001217, UniRef:UniRef50_H2IV39
contig_222	cds	75089	76021	+	COBAOO_01575		HTH lysR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C5DZF1
contig_222	cds	76212	77384	+	COBAOO_01580	cttP	trichloroethylene chemotactic transducer CttP	BlastRules:WP_003106690, SO:0001217, UniRef:UniRef50_Q9I6V2
contig_222	cds	77582	77947	+	COBAOO_01585	divK	Polar-differentiation response regulator DivK	SO:0001217, UniRef:UniRef50_A0A2S2E541
contig_222	cds	77975	79891	+	COBAOO_01590		histidine kinase	SO:0001217, UniRef:UniRef50_A0A7X0BX84
contig_222	cds	79878	80363	+	COBAOO_01595	cheW	Chemotaxis protein CheW	SO:0001217, UniRef:UniRef50_A0A376S9H2
contig_222	cds	80399	82438	+	COBAOO_01600	aer2	aerotaxis transducer Aer2	BlastRules:WP_003112650, SO:0001217, UniRef:UniRef50_Q9I6V6
contig_222	cds	82508	83350	+	COBAOO_01605		Chemotaxis protein methyltransferase	SO:0001217, UniRef:UniRef50_A0A7R7GCQ7
contig_222	cds	83356	83958	+	COBAOO_01610	cheD	putative chemoreceptor glutamine deamidase CheD 1	SO:0001217, UniRef:UniRef50_Q8EF62
contig_222	cds	83978	85027	+	COBAOO_01615		Protein-glutamate methylesterase/protein-glutamine glutaminase	SO:0001217, UniRef:UniRef50_Q8XQ83
contig_222	cds	85290	87281	+	COBAOO_01620		Histidine kinase	SO:0001217, UniRef:UniRef50_A0A318L290
contig_222	cds	87290	87832	+	COBAOO_01625	siaB	biofilm formation regulator kinase SiaB	BlastRules:WP_003083916, SO:0001217, UniRef:UniRef50_A0A172YCZ2
contig_222	cds	87859	88239	+	COBAOO_01630	siaC	biofilm formation regulator SiaD modulator protein SiaC	BlastRules:WP_003083913, SO:0001217, UniRef:UniRef50_Q02UQ8
contig_222	cds	88246	89073	+	COBAOO_01635	siaD	biofilm formation regulator diguanylate cyclase SiaD	BlastRules:WP_017001813, SO:0001217, UniRef:UniRef50_A0A0H3YR43
contig_222	cds	89080	89670	-	COBAOO_01640		Thymidylate synthase	SO:0001217, UniRef:UniRef50_E2XKS9
contig_222	cds	89676	90341	-	COBAOO_01645		HTH tetR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M4H7P8
contig_222	cds	90434	91840	-	COBAOO_01650	xanP	Xanthine permease XanP	SO:0001217, UniRef:UniRef50_A0A095U6W3
contig_222	cds	92082	92918	-	COBAOO_01655		Nucleoside-specific outer membrane channel protein Tsx	SO:0001217, UniRef:UniRef50_A0A3T0JRW2
contig_222	cds	93590	95206	-	COBAOO_01660		Gamma-glutamyltranspeptidase	SO:0001217, UniRef:UniRef50_A0A150MNG3
contig_222	cds	95284	96081	+	COBAOO_01665	araC	Transcriptional regulator, AraC family	SO:0001217, UniRef:UniRef50_A0A0P9RK39
contig_222	cds	96110	97444	-	COBAOO_01670		Porin D	SO:0001217, UniRef:UniRef50_A0A0S4IB24
contig_222	cds	98031	98216	-	COBAOO_01675		hypothetical protein	
contig_222	cds	98332	99270	-	COBAOO_01680	lysR	Transcriptional regulator, LysR family	SO:0001217, UniRef:UniRef50_B1J9F2
contig_222	cds	99469	102504	-	COBAOO_01685	triC	triclosan efflux RND transporter permease subunit TriC	BlastRules:WP_003102199, SO:0001217, UniRef:UniRef50_A0A3M3JS94
contig_222	cds	102501	103571	-	COBAOO_01690	triB	triclosan efflux RND transporter adaptor protein TriB	BlastRules:WP_003083872, SO:0001217, UniRef:UniRef50_G8PZD9
contig_222	cds	103568	104671	-	COBAOO_01695	triA	triclosan efflux RND transporter adaptor protein TriA	BlastRules:WP_003118583, SO:0001217, UniRef:UniRef50_N2JFP6
contig_222	cds	104872	105711	-	COBAOO_01700		Pca regulon regulatory protein	SO:0001217, UniRef:UniRef50_A0A8H8XLB2
contig_222	cds	105927	106532	-	COBAOO_01705		Protocatechuate 3,4-dioxygenase alpha chain	SO:0001217, UniRef:UniRef50_P00436
contig_222	cds	106543	107262	-	COBAOO_01710		Protocatechuate 3,4-dioxygenase beta chain	SO:0001217, UniRef:UniRef50_A0A2R8CH21
contig_222	cds	107397	108314	-	COBAOO_01715	pcaQ	Transcriptional regulator PcaQ	SO:0001217, UniRef:UniRef50_Q9I6Y0
contig_222	cds	108587	110974	-	COBAOO_01720		Ferrichrome-iron receptor	SO:0001217, UniRef:UniRef50_A0A2N7R136
contig_222	cds	111121	112116	-	COBAOO_01725		Sugar ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A3M4APU4
contig_222	cds	112113	112700	-	COBAOO_01730	fecI	RNA polymerase sigma factor FecI	SO:0001217, UniRef:UniRef50_A0A0A8R9E6
contig_222	cds	112855	113805	-	COBAOO_01735		Adenine deaminase	SO:0001217, UniRef:UniRef50_Q1QDL4
contig_222	cds	113910	114872	-	COBAOO_01740		2-oxoglutarate-dependent ethylene/succinate-forming enzyme	SO:0001217, UniRef:UniRef50_J3DP39
contig_222	cds	114945	116042	-	COBAOO_01745		BMP family ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A7X8TU24
contig_222	cds	116281	116799	+	COBAOO_01750		Putative Nucleoside 2-deoxyribosyltransferase	SO:0001217, UniRef:UniRef50_D8N6F9
contig_222	cds	116949	117575	+	COBAOO_01755		Nucleoside 2-deoxyribosyltransferase	SO:0001217, UniRef:UniRef50_Q9I6Y8
contig_222	cds	117610	118458	+	COBAOO_01760		Nucleoside-specific channel-forming protein Tsx	SO:0001217, UniRef:UniRef50_A0A3S3U311
contig_222	cds	118495	119547	-	COBAOO_01765	rihA	Pyrimidine-specific ribonucleoside hydrolase RihA	SO:0001217, UniRef:UniRef50_A0A1T3AKE0
contig_222	cds	119654	121003	-	COBAOO_01770		8-oxoguanine deaminase	SO:0001217, UniRef:UniRef50_Q9I6Z0
contig_222	cds	121281	122354	+	COBAOO_01775		hypothetical protein	PFAM:PF03976.17
contig_222	cds	122434	123999	-	COBAOO_01780		Alkyl hydroperoxide reductase subunit F	SO:0001217, UniRef:UniRef50_A0A5C7KYX7
contig_222	cds	124144	124707	-	COBAOO_01785		Alkyl hydroperoxide reductase C	SO:0001217, UniRef:UniRef50_A0A1R7QBB9
contig_222	cds	124872	125798	-	COBAOO_01790		Inner-membrane translocator	SO:0001217, UniRef:UniRef50_D5BQJ3
contig_222	cds	125821	126918	-	COBAOO_01795		Sugar ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A1Q9R8X7
contig_222	cds	126918	128489	-	COBAOO_01800	mglA	Galactose/methyl galactoside import ATP-binding protein MglA	SO:0001217, UniRef:UniRef50_A0A433SGB7
contig_222	cds	128549	129433	-	COBAOO_01805		hypothetical protein	
contig_222	cds	129672	130970	+	COBAOO_01810		Guanine deaminase	SO:0001217, UniRef:UniRef50_P76641
contig_222	cds	131084	132001	-	COBAOO_01815	bauR	HTH-type transcriptional activator BauR	BlastRules:WP_003083805, SO:0001217, UniRef:UniRef50_A0A3M3EL99
contig_222	cds	132136	133482	+	COBAOO_01820		putative b-alanine-pyruvate transaminase	SO:0001217, UniRef:UniRef50_Q7NY39
contig_222	cds	133482	133769	+	COBAOO_01825		Cupin-2 domain-containing protein	SO:0001217, UniRef:UniRef50_B3R4Z3
contig_222	cds	133853	135346	+	COBAOO_01830		Putative 3-oxopropanoate dehydrogenase	SO:0001217, UniRef:UniRef50_Q9I702
contig_222	cds	135515	136942	+	COBAOO_01835		Amino acid permease	SO:0001217, UniRef:UniRef50_V5VD66
contig_222	cds	137024	137365	-	COBAOO_01840	phnA	Alkylphosphonate uptake protein, phnA	SO:0001217, UniRef:UniRef50_Q3IXM8
contig_222	cds	137438	137938	-	COBAOO_01845		WHy domain-containing protein	SO:0001217, UniRef:UniRef50_A0A177SQP1
contig_222	cds	138039	138659	+	COBAOO_01850		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A241XQA0
contig_222	cds	138835	139062	+	COBAOO_01855		RHH-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A024HA28
contig_222	cds	139059	139340	+	COBAOO_01860	parE	type II toxin-antitoxin system toxin ParE	BlastRules:WP_003083773, SO:0001217, UniRef:UniRef50_A0A024HAA2
contig_222	cds	139640	140548	+	COBAOO_01865	dmlR	HTH-type transcriptional regulator DmlR	SO:0001217, UniRef:UniRef50_A0A127MK51
contig_222	cds	140580	140990	-	COBAOO_01870		Aegerolysin superfamily	SO:0001217, UniRef:UniRef50_A6UXQ8
contig_222	cds	141170	141904	-	COBAOO_01875		FCD domain-containing protein	SO:0001217, UniRef:UniRef50_A0A069QC70
contig_222	cds	142005	142691	-	COBAOO_01880	lutR	HTH-type transcriptional regulator LutR	SO:0001217, UniRef:UniRef50_A0A5E7QB05
contig_222	cds	142740	144074	-	COBAOO_01885		C4-dicarboxylate transport protein 1	SO:0001217, UniRef:UniRef50_Q9I713
contig_222	cds	144319	144906	-	COBAOO_01890		2-hydroxychromene-2-carboxylate isomerase	SO:0001217, UniRef:UniRef50_K9NGL0
contig_222	cds	144931	145659	-	COBAOO_01895		Gluconate 5-dehydrogenase	SO:0001217, UniRef:UniRef50_A0A0P1GS28
contig_222	cds	145916	146389	-	COBAOO_01900		Putative transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A095SJK3
contig_222	cds	146521	146973	+	COBAOO_01905		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C5ECT8
contig_222	cds	147013	147648	-	COBAOO_01910	senC	cytochrome c oxidase copper chaperone SenC	BlastRules:WP_003083748, SO:0001217, UniRef:UniRef50_P47206
contig_222	cds	147674	148588	-	COBAOO_01915		Protoheme IX farnesyltransferase	SO:0001217, UniRef:UniRef50_A0A078KX26
contig_222	cds	148614	149687	-	COBAOO_01920		hypothetical protein	
contig_222	cds	149752	150330	-	COBAOO_01925		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A024H9J0
contig_222	cds	150305	151099	-	COBAOO_01930		SURF1-like protein	SO:0001217, UniRef:UniRef50_A0A379KGJ7
contig_222	cds	151115	151324	+	COBAOO_01935		Twin transmembrane helix small protein	SO:0001217, UniRef:UniRef50_E4PI53
contig_222	cds	151340	152227	-	COBAOO_01940		cytochrome-c oxidase	SO:0001217, UniRef:UniRef50_A0A2R5F264
contig_222	cds	152238	152792	-	COBAOO_01945	ctaG	Cytochrome c oxidase assembly protein CtaG	SO:0001217, UniRef:UniRef50_A0A3M3SU78
contig_222	cds	152803	154395	-	COBAOO_01950		Cytochrome c oxidase subunit 1	SO:0001217, UniRef:UniRef50_A0A0W0Y4Y2
contig_222	cds	154405	155505	-	COBAOO_01955		Cytochrome c oxidase subunit 2	SO:0001217, UniRef:UniRef50_A0A524AXE9
contig_222	cds	155901	156539	+	COBAOO_01960		PRD domain-containing protein	SO:0001217, UniRef:UniRef50_A0A099N9A0
contig_222	cds	156526	158097	-	COBAOO_01965		Sulfate-transp domain-containing protein	SO:0001217, UniRef:UniRef50_A0A8B3GFB4
contig_222	cds	158308	159036	-	COBAOO_01970		Carbonic anhydrase	SO:0001217, UniRef:UniRef50_A0A1I3VL04
contig_222	cds	159412	160659	-	COBAOO_01975		TIGR02270 family protein	SO:0001217, UniRef:UniRef50_A0A8S8W5V6
contig_222	cds	160641	161561	-	COBAOO_01980		Immune protein Tsi7	SO:0001217, UniRef:UniRef50_Q9I732
contig_222	cds	161583	162743	-	COBAOO_01985	tse7	type VI secretion exported 7, a DNase and PAAR protein	SO:0001217, UniRef:UniRef50_E6V5J2, VFDB:VFC0086, VFDB:VFG050294
contig_222	cds	162743	163780	-	COBAOO_01990		3-oxoacyl-ACP synthase	SO:0001217, UniRef:UniRef50_Q4KCC6
contig_222	cds	163777	164889	-	COBAOO_01995		DUF2169 domain-containing protein	SO:0001217, UniRef:UniRef50_Q4KCC5
contig_222	cds	164906	165355	-	COBAOO_02000		DUF6484 domain-containing protein	SO:0001217, UniRef:UniRef50_G4T2X8
contig_222	cds	165383	167608	-	COBAOO_02005	vgrG1b	type VI secretion system spike protein VgrG1b	BlastRules:WP_003147059
