# Annotated with Bakta
# Software: v1.11.3
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_111	cds	209329	210153	-	MDNEJI_00218	317.0	1.0e-106	0.993	0.869	0.574	UniRef:UniRef50_A0A1Y0FUB7
contig_111	cds	210230	211162	-	MDNEJI_00219	508.0	4.8e-181	0.994	0.895	0.831	UniRef:UniRef50_Q8EC92
contig_111	cds	211255	211992	+	MDNEJI_00220	333.0	4.7e-114	0.967	0.846	0.667	UniRef:UniRef50_Q88EQ9
contig_111	cds	212137	212460	+	MDNEJI_00221	108.0	8.1e-30	1.056	0.831	0.566	UniRef:UniRef50_Q9HYP5
contig_111	cds	212515	212985	+	MDNEJI_00222	285.0	1.0e-98	1.0	0.994	0.994	UniRef:UniRef50_Q9HYP4
contig_111	cds	213056	213805	+	MDNEJI_00223	298.0	3.0e-100	0.984	0.894	0.588	UniRef:UniRef50_C3K0R6
contig_111	cds	213809	214420	-	MDNEJI_00224	233.0	3.2e-76	1.005	0.958	0.583	UniRef:UniRef50_Q9HYP2
contig_111	cds	214462	215766	-	MDNEJI_00225	476.0	6.3e-165	0.954	0.924	0.623	UniRef:UniRef50_A0A3M5TCG2
contig_111	cds	215950	217293	-	MDNEJI_00226	743.0	9.4e-270	0.982	0.940	0.825	UniRef:UniRef50_A0A448E007
contig_111	cds	217517	218863	+	MDNEJI_00227	661.0	4.4e-239	1.0	1.255	0.795	UniRef:UniRef50_A0A379VHB2
contig_111	cds	218920	219798	+	MDNEJI_00228	305.0	5.2e-102	0.986	0.917	0.601	UniRef:UniRef50_U5T5N0
contig_111	cds	219803	220831	-	MDNEJI_00229	469.0	4.2e-165	0.982	0.971	0.688	UniRef:UniRef50_A0A5E7ED73
contig_111	cds	220836	221894	-	MDNEJI_00230	370.0	9.7e-126	1.006	0.992	0.621	UniRef:UniRef50_A0A3M5EI34
contig_111	cds	222361	222708	+	MDNEJI_00231	-	-	-	-	-	-
contig_111	cds	222755	223429	-	MDNEJI_00232	247.0	2.1e-81	0.964	0.939	0.551	UniRef:UniRef50_Q1I9J6
contig_111	cds	223951	224541	-	MDNEJI_00233	273.0	2.9e-92	0.969	0.927	0.726	UniRef:UniRef50_P10932
contig_111	cds	224538	225695	-	MDNEJI_00234	770.0	5.9e-283	1.005	1.0	0.990	UniRef:UniRef50_P27017
contig_111	cds	225721	226836	-	MDNEJI_00235	363.0	2.3e-122	1.003	0.949	0.548	UniRef:UniRef50_Q51416
contig_111	cds	226919	227959	-	MDNEJI_00236	375.0	2.0e-128	0.905	0.963	0.569	UniRef:UniRef50_A0A919DRM7
contig_111	cds	228226	228564	+	MDNEJI_00237	230.0	5.9e-78	1.0	0.875	1.0	UniRef:UniRef50_Q9HYN4
contig_121	cds	76	270	-	MDNEJI_00238	-	-	-	-	-	-
contig_128	cds	123	311	+	MDNEJI_00239	-	-	-	-	-	-
contig_135	cds	93	314	-	MDNEJI_00240	-	-	-	-	-	-
contig_136	cds	3	278	-	MDNEJI_00241	-	-	-	-	-	-
contig_151	cds	34	201	-	MDNEJI_00242	-	-	-	-	-	-
contig_155	cds	102	314	-	MDNEJI_00243	-	-	-	-	-	-
contig_164	cds	38	307	+	MDNEJI_00244	-	-	-	-	-	-
contig_192	cds	57	323	+	MDNEJI_00245	-	-	-	-	-	-
contig_222	cds	293	496	+	MDNEJI_00246	105.0	5.0e-30	1.0	0.870	0.746	UniRef:UniRef50_I7CGM2
contig_222	cds	759	1691	+	MDNEJI_00247	-	-	-	-	-	-
contig_222	cds	1840	2541	+	MDNEJI_00248	228.0	1.9e-73	0.953	0.899	0.577	UniRef:UniRef50_Q9I6N4
contig_222	cds	2662	4152	+	MDNEJI_00249	591.0	1.5e-207	0.988	0.886	0.610	UniRef:UniRef50_Q9I6N5
contig_222	cds	4193	4669	+	MDNEJI_00250	296.0	4.4e-103	1.0	1.0	0.975	UniRef:UniRef50_A0A2R3IQN2
contig_222	cds	4794	5048	+	MDNEJI_00251	160.0	2.8e-51	1.024	0.887	0.884	UniRef:UniRef50_Q9I6N7
contig_222	cds	5316	5957	+	MDNEJI_00252	403.0	3.2e-143	1.0	0.922	0.869	UniRef:UniRef50_Q9I6N8
contig_222	cds	6122	6556	+	MDNEJI_00253	182.0	6.3e-58	1.174	1.0	0.598	UniRef:UniRef50_A0A5E7FUD7
contig_222	cds	6634	7080	+	MDNEJI_00254	158.0	3.0e-48	0.993	0.855	0.578	UniRef:UniRef50_A0A172YK10
contig_222	cds	7077	7943	-	MDNEJI_00255	424.0	1.6e-148	0.976	0.859	0.733	UniRef:UniRef50_N2J3N9
contig_222	cds	8121	9305	+	MDNEJI_00256	644.0	3.5e-232	1.0	0.923	0.792	UniRef:UniRef50_Q1I960
contig_222	cds	9480	10985	+	MDNEJI_00257	591.0	4.4e-207	0.976	0.846	0.679	UniRef:UniRef50_A0A3M4Q2F8
contig_222	cds	11102	11548	+	MDNEJI_00258	176.0	1.1e-55	0.959	0.947	0.563	UniRef:UniRef50_Q8U7B8
contig_222	cds	11545	12399	+	MDNEJI_00259	291.0	1.4e-96	0.965	0.851	0.591	UniRef:UniRef50_A0A1L5NM58
contig_222	cds	12439	13107	-	MDNEJI_00260	267.0	7.9e-89	1.0	0.871	0.613	UniRef:UniRef50_A0A3M4PX56
contig_222	cds	13200	15104	-	MDNEJI_00261	671.0	2.4e-234	1.043	0.904	0.555	UniRef:UniRef50_Q88JU3
contig_222	cds	15651	16976	+	MDNEJI_00262	542.0	5.9e-190	0.941	0.828	0.629	UniRef:UniRef50_A0A0Q0T3N9
contig_222	cds	17042	18292	+	MDNEJI_00263	498.0	4.7e-174	0.993	0.949	0.593	UniRef:UniRef50_A0A3M3XNF0
contig_222	cds	18318	19196	-	MDNEJI_00264	381.0	1.7e-131	1.0	0.854	0.668	UniRef:UniRef50_A0A0X1T198
contig_222	cds	19346	20161	-	MDNEJI_00265	360.0	2.6e-124	0.993	0.906	0.684	UniRef:UniRef50_A0A916G1Q0
contig_222	cds	20184	21227	-	MDNEJI_00266	494.0	9.3e-175	0.997	0.948	0.705	UniRef:UniRef50_Q88JP7
contig_222	cds	21471	22250	-	MDNEJI_00267	332.0	3.7e-113	0.996	0.849	0.678	UniRef:UniRef50_A0A0C5EFQ8
contig_222	cds	22556	23902	+	MDNEJI_00268	711.0	8.0e-256	1.199	0.998	0.721	UniRef:UniRef50_Q51955
contig_222	cds	24143	24976	-	MDNEJI_00269	487.0	4.0e-174	0.942	0.850	0.858	UniRef:UniRef50_A0AAD1B7Q1
contig_222	cds	25167	26108	-	MDNEJI_00270	373.0	4.2e-128	0.981	0.925	0.603	UniRef:UniRef50_I4CVX0
contig_222	cds	26236	26637	-	MDNEJI_00271	168.0	1.0e-52	1.0	0.811	0.556	UniRef:UniRef50_P20370
contig_222	cds	26648	27439	-	MDNEJI_00272	319.0	3.1e-108	1.0	0.895	0.608	UniRef:UniRef50_A0A6L6TEI6
contig_222	cds	27454	28833	-	MDNEJI_00273	801.0	1.1e-291	1.137	1.004	0.849	UniRef:UniRef50_P32427
contig_222	cds	28856	30154	-	MDNEJI_00274	620.0	5.3e-221	1.005	0.873	0.751	UniRef:UniRef50_A0A363RDY0
contig_222	cds	30304	31509	-	MDNEJI_00275	622.0	7.8e-225	0.815	1.0	0.994	UniRef:UniRef50_A0A2W0ELR2
contig_222	cds	31506	32288	-	MDNEJI_00276	285.0	8.4e-95	0.946	0.812	0.606	UniRef:UniRef50_S6BGT4
contig_222	cds	32285	33136	-	MDNEJI_00277	516.0	6.3e-185	0.986	0.845	0.882	UniRef:UniRef50_Q8VPF3
contig_222	cds	33287	33826	-	MDNEJI_00278	264.0	3.5e-89	1.0	0.865	0.721	UniRef:UniRef50_A0A3M4AJW2
contig_222	cds	33981	34763	+	MDNEJI_00279	376.0	3.7e-130	1.0	0.800	0.708	UniRef:UniRef50_L7V4L7
contig_222	cds	34823	35704	+	MDNEJI_00280	457.0	1.6e-161	0.990	0.890	0.790	UniRef:UniRef50_A0A2C9EHU6
contig_222	cds	35782	36840	-	MDNEJI_00281	447.0	4.1e-156	1.026	0.960	0.601	UniRef:UniRef50_M4X6V3
contig_222	cds	37004	38386	-	MDNEJI_00282	596.0	2.3e-211	0.991	0.950	0.605	UniRef:UniRef50_A0A379KPT4
contig_222	cds	38417	39850	-	MDNEJI_00283	851.0	0.0	0.960	0.874	0.998	UniRef:UniRef50_Q9I6R8
contig_222	cds	39908	41398	-	MDNEJI_00284	796.0	1.0e-288	0.996	0.911	0.818	UniRef:UniRef50_A0A0T1WCB1
contig_222	cds	41749	42669	+	MDNEJI_00285	325.0	8.4e-109	0.958	0.805	0.563	UniRef:UniRef50_A0AAP8UZ13
contig_222	cds	43007	43936	+	MDNEJI_00286	492.0	1.5e-174	0.990	0.823	0.827	UniRef:UniRef50_A0A423N8C1
contig_222	cds	44021	44785	-	MDNEJI_00287	-	-	-	-	-	-
contig_222	cds	44791	45195	-	MDNEJI_00288	135.0	6.6e-40	0.896	0.839	0.575	UniRef:UniRef50_F2F9P5
contig_222	cds	45252	46184	-	MDNEJI_00289	332.0	8.6e-112	1.0	0.909	0.584	UniRef:UniRef50_A0A2V2SR93
contig_222	cds	46181	46873	-	MDNEJI_00290	437.0	3.4e-156	1.0	1.0	0.957	UniRef:UniRef50_Q9I6S5
contig_222	cds	46889	47695	-	MDNEJI_00291	358.0	3.1e-123	0.985	0.849	0.720	UniRef:UniRef50_A0A5S4U5U4
contig_222	cds	47692	48555	-	MDNEJI_00292	315.0	6.7e-106	0.976	0.867	0.618	UniRef:UniRef50_A0A0E1GWJ1
contig_222	cds	48548	48847	-	MDNEJI_00293	110.0	2.6e-31	0.960	0.950	0.600	UniRef:UniRef50_N8QBA2
contig_222	cds	48849	49730	-	MDNEJI_00294	431.0	1.0e-152	0.840	1.0	0.935	UniRef:UniRef50_A0A5E5R4I7
contig_222	cds	49730	51394	-	MDNEJI_00295	876.0	0.0	0.982	0.984	0.790	UniRef:UniRef50_A0A2N7VU81
contig_222	cds	51505	52086	-	MDNEJI_00296	-	-	-	-	-	-
contig_222	cds	52302	52514	+	MDNEJI_00297	-	-	-	-	-	-
contig_222	cds	52695	53096	-	MDNEJI_00298	191.0	7.1e-62	1.045	1.0	0.777	UniRef:UniRef50_A0A0C5DV49
contig_222	cds	53098	53817	-	MDNEJI_00299	334.0	8.2e-115	0.933	0.805	0.816	UniRef:UniRef50_A0A0C5DQD9
contig_222	cds	53846	54658	-	MDNEJI_00300	193.0	1.8e-58	1.085	0.983	0.556	UniRef:UniRef50_Q9RMT3
contig_222	cds	55002	56438	-	MDNEJI_00301	714.0	4.0e-256	0.998	0.818	0.803	UniRef:UniRef50_A0A5E7ZLD3
contig_222	cds	56438	56746	-	MDNEJI_00302	89.0	1.5e-22	0.961	0.951	0.541	UniRef:UniRef50_A0A2D6ZTC9
contig_222	cds	56822	57940	-	MDNEJI_00303	508.0	2.2e-178	1.247	0.991	0.636	UniRef:UniRef50_A0A3P4B7E4
contig_222	cds	58587	59486	-	MDNEJI_00304	327.0	3.4e-110	0.950	0.896	0.599	UniRef:UniRef50_A0A6J4EEP2
contig_222	cds	59554	60456	-	MDNEJI_00305	375.0	3.2e-129	0.983	0.916	0.641	UniRef:UniRef50_A0A512AN54
contig_222	cds	60497	62869	-	MDNEJI_00306	907.0	0.0	0.934	0.855	0.621	UniRef:UniRef50_A0A0C5DV40
contig_222	cds	63220	64137	+	MDNEJI_00307	420.0	1.5e-146	0.980	0.887	0.702	UniRef:UniRef50_A0A0C5E134
contig_222	cds	64161	64886	-	MDNEJI_00308	439.0	3.1e-156	0.942	0.802	1.0	UniRef:UniRef50_A0A1Q8ELG7
contig_222	cds	65134	66492	+	MDNEJI_00309	849.0	0.0	0.989	0.937	0.993	UniRef:UniRef50_A0A5E5R433
contig_222	cds	66530	67411	-	MDNEJI_00310	550.0	5.6e-199	1.0	0.983	1.0	UniRef:UniRef50_Q9I6U6
contig_222	cds	67408	68223	-	MDNEJI_00311	519.0	5.5e-187	1.0	0.903	0.989	UniRef:UniRef50_Q9I6U7
contig_222	cds	68641	69702	-	MDNEJI_00312	644.0	4.2e-234	0.977	0.956	0.994	UniRef:UniRef50_A0A3M5DDI1
contig_222	cds	69970	71586	+	MDNEJI_00313	544.0	1.5e-188	0.976	0.970	0.585	UniRef:UniRef50_A0AA35N337
contig_222	cds	71583	72422	+	MDNEJI_00314	327.0	5.0e-111	0.892	0.822	0.679	UniRef:UniRef50_B9K4V1
contig_222	cds	72510	74120	+	MDNEJI_00315	582.0	9.9e-203	1.037	0.946	0.511	UniRef:UniRef50_P51691
contig_222	cds	74220	74972	-	MDNEJI_00316	269.0	4.2e-89	0.972	0.910	0.617	UniRef:UniRef50_L0M054
contig_222	cds	75089	76021	+	MDNEJI_00317	407.0	7.1e-142	0.987	0.990	0.673	UniRef:UniRef50_A0A0X6ZW92
contig_222	cds	76212	77384	+	MDNEJI_00318	452.0	8.2e-157	0.959	0.914	0.674	UniRef:UniRef50_Q9I6V2
contig_222	cds	77582	77947	+	MDNEJI_00319	168.0	4.1e-53	0.992	0.870	0.683	UniRef:UniRef50_A0A2S2E541
contig_222	cds	77975	79891	+	MDNEJI_00320	1056.0	0.0	1.006	0.834	0.949	UniRef:UniRef50_A0A149VWZ5
contig_222	cds	79878	80363	+	MDNEJI_00321	209.0	7.2e-68	0.994	0.808	0.688	UniRef:UniRef50_B1G4F2
contig_222	cds	80399	82438	+	MDNEJI_00322	641.0	1.0e-220	1.118	0.950	0.593	UniRef:UniRef50_Q9I6V6
contig_222	cds	82508	83350	+	MDNEJI_00323	318.0	3.0e-107	0.954	0.887	0.592	UniRef:UniRef50_Q8EF63
contig_222	cds	83356	83958	+	MDNEJI_00324	221.0	3.2e-71	0.975	0.819	0.533	UniRef:UniRef50_Q3SIF9
contig_222	cds	83978	85027	+	MDNEJI_00325	630.0	3.2e-228	0.980	0.900	0.988	UniRef:UniRef50_Q9I6V9
contig_222	cds	85290	87281	+	MDNEJI_00326	744.0	6.2e-263	1.0	0.944	0.575	UniRef:UniRef50_S2KKW7
contig_222	cds	87290	87832	+	MDNEJI_00327	217.0	7.4e-71	0.978	0.926	0.602	UniRef:UniRef50_A0A172YCZ2
contig_222	cds	87859	88239	+	MDNEJI_00328	154.0	2.0e-47	0.992	0.919	0.624	UniRef:UniRef50_Q02UQ8
contig_222	cds	88246	89073	+	MDNEJI_00329	456.0	6.4e-162	0.985	0.931	0.982	UniRef:UniRef50_A0A069QEY1
contig_222	cds	89080	89670	-	MDNEJI_00330	219.0	5.8e-71	0.985	0.932	0.611	UniRef:UniRef50_Q4KIR2
contig_222	cds	89676	90341	-	MDNEJI_00331	356.0	4.4e-124	0.995	0.853	0.805	UniRef:UniRef50_A0A0C5DYK4
contig_222	cds	90434	91840	-	MDNEJI_00332	681.0	5.0e-244	0.957	0.858	0.779	UniRef:UniRef50_A0A2X5NW18
contig_222	cds	92082	92918	-	MDNEJI_00333	345.0	1.3e-118	1.025	1.080	0.600	UniRef:UniRef50_A0A0J6I084
contig_222	cds	93590	95206	-	MDNEJI_00334	904.0	0.0	0.818	1.0	0.991	UniRef:UniRef50_A0A6N3CW12
contig_222	cds	95284	96081	+	MDNEJI_00335	383.0	6.5e-133	1.008	0.840	0.738	UniRef:UniRef50_A0A5E7U8J0
contig_222	cds	96110	97444	-	MDNEJI_00336	604.0	6.5e-215	0.995	0.951	0.645	UniRef:UniRef50_Q88PP9
contig_222	cds	98031	98216	-	MDNEJI_00337	-	-	-	-	-	-
contig_222	cds	98332	99270	-	MDNEJI_00338	583.0	7.7e-211	1.0	0.879	0.949	UniRef:UniRef50_N2J9W8
contig_222	cds	99469	102504	-	MDNEJI_00339	1539.0	0.0	1.004	0.981	0.781	UniRef:UniRef50_A0A532DRG4
contig_222	cds	102501	103571	-	MDNEJI_00340	329.0	6.0e-109	0.980	0.839	0.519	UniRef:UniRef50_A0A0C5DV56
contig_222	cds	103568	104671	-	MDNEJI_00341	328.0	1.7e-108	0.959	0.898	0.531	UniRef:UniRef50_N2JFP6
contig_222	cds	104872	105711	-	MDNEJI_00342	432.0	5.6e-152	0.993	0.817	0.794	UniRef:UniRef50_Q52154
contig_222	cds	105927	106532	-	MDNEJI_00343	276.0	6.4e-93	1.100	0.929	0.652	UniRef:UniRef50_P00436
contig_222	cds	106543	107262	-	MDNEJI_00344	368.0	6.6e-128	1.013	0.846	0.715	UniRef:UniRef50_P00437
contig_222	cds	107397	108314	-	MDNEJI_00345	565.0	4.5e-204	1.0	0.902	0.967	UniRef:UniRef50_A0A0C5E852
contig_222	cds	108587	110974	-	MDNEJI_00346	1078.0	0.0	1.005	0.896	0.693	UniRef:UniRef50_Q9I6Y1
contig_222	cds	111121	112116	-	MDNEJI_00347	627.0	5.3e-228	1.021	1.0	0.962	UniRef:UniRef50_A0A0H2ZK74
contig_222	cds	112113	112700	-	MDNEJI_00348	195.0	9.5e-62	0.841	0.800	0.659	UniRef:UniRef50_A0A4R7X058
contig_222	cds	112855	113805	-	MDNEJI_00349	385.0	8.8e-132	0.987	0.804	0.615	UniRef:UniRef50_Q88QA3
contig_222	cds	113910	114872	-	MDNEJI_00350	549.0	2.1e-198	0.822	0.985	0.992	UniRef:UniRef50_A0A0P9QX70
contig_222	cds	114945	116042	-	MDNEJI_00351	398.0	3.5e-136	1.0	0.922	0.515	UniRef:UniRef50_W8XA23
contig_222	cds	116281	116799	+	MDNEJI_00352	164.0	4.4e-50	0.936	0.861	0.540	UniRef:UniRef50_A0A0S4TT12
contig_222	cds	116949	117575	+	MDNEJI_00353	402.0	3.6e-143	0.995	0.986	0.995	UniRef:UniRef50_Q9I6Y8
contig_222	cds	117610	118458	+	MDNEJI_00354	578.0	5.0e-210	0.950	0.905	0.996	UniRef:UniRef50_A0A232D9Z0
contig_222	cds	118495	119547	-	MDNEJI_00355	460.0	5.8e-161	0.934	0.841	0.697	UniRef:UniRef50_Q9I6Y9
contig_222	cds	119654	121003	-	MDNEJI_00356	606.0	8.5e-215	1.045	0.892	0.663	UniRef:UniRef50_Q9I6Z0
contig_222	cds	121281	122354	+	MDNEJI_00357	-	-	-	-	-	-
contig_222	cds	122434	123999	-	MDNEJI_00358	753.0	1.3e-270	1.121	0.985	0.682	UniRef:UniRef50_P26829
contig_222	cds	124144	124707	-	MDNEJI_00359	323.0	2.4e-112	1.160	1.0	0.742	UniRef:UniRef50_Q02UU0
contig_222	cds	124872	125798	-	MDNEJI_00360	379.0	3.0e-130	0.997	0.914	0.681	UniRef:UniRef50_A0A3B0M519
contig_222	cds	125821	126918	-	MDNEJI_00361	540.0	6.9e-192	1.005	0.922	0.766	UniRef:UniRef50_A0A1Q9R8X7
contig_222	cds	126918	128489	-	MDNEJI_00362	735.0	2.4e-264	0.977	0.957	0.755	UniRef:UniRef50_A0A3M3X9F2
contig_222	cds	128549	129433	-	MDNEJI_00363	-	-	-	-	-	-
contig_222	cds	129672	130970	+	MDNEJI_00364	502.0	2.3e-174	0.993	0.843	0.573	UniRef:UniRef50_A0A7Z2T6C4
contig_222	cds	131084	132001	-	MDNEJI_00365	330.0	9.3e-111	0.977	0.814	0.567	UniRef:UniRef50_A0A3M3EL99
contig_222	cds	132136	133482	+	MDNEJI_00366	610.0	6.4e-217	0.964	0.885	0.674	UniRef:UniRef50_Q7NY39
contig_222	cds	133482	133769	+	MDNEJI_00367	128.0	3.0e-38	0.947	0.811	0.689	UniRef:UniRef50_L0KC75
contig_222	cds	133853	135346	+	MDNEJI_00368	655.0	9.1e-233	0.992	0.880	0.663	UniRef:UniRef50_Q9I702
contig_222	cds	135515	136942	+	MDNEJI_00369	605.0	9.6e-214	0.964	0.869	0.710	UniRef:UniRef50_A0AA37RPK3
contig_222	cds	137024	137365	-	MDNEJI_00370	199.0	1.1e-65	1.0	0.801	0.858	UniRef:UniRef50_Q88Q12
contig_222	cds	137438	137938	-	MDNEJI_00371	298.0	1.9e-103	1.054	1.0	0.886	UniRef:UniRef50_Q9I705
contig_222	cds	138039	138659	+	MDNEJI_00372	409.0	1.0e-145	0.995	0.911	0.995	UniRef:UniRef50_Q9I706
contig_222	cds	138835	139062	+	MDNEJI_00373	145.0	7.0e-46	1.0	0.949	0.987	UniRef:UniRef50_Q9I707
contig_222	cds	139059	139340	+	MDNEJI_00374	187.0	1.2e-61	1.0	0.959	1.0	UniRef:UniRef50_Q9I708
contig_222	cds	139640	140548	+	MDNEJI_00375	551.0	6.6e-198	1.209	1.0	0.819	UniRef:UniRef50_A0A2T5MIC6
contig_222	cds	140580	140990	-	MDNEJI_00376	273.0	1.6e-94	1.0	0.938	0.993	UniRef:UniRef50_Q9I710
contig_222	cds	141170	141904	-	MDNEJI_00377	235.0	7.9e-76	0.881	0.830	0.614	UniRef:UniRef50_Q9I711
contig_222	cds	142005	142691	-	MDNEJI_00378	232.0	7.2e-75	1.0	0.844	0.535	UniRef:UniRef50_A0A3M3EG75
contig_222	cds	142740	144074	-	MDNEJI_00379	471.0	5.6e-162	0.946	0.852	0.610	UniRef:UniRef50_Q9I713
contig_222	cds	144319	144906	-	MDNEJI_00380	215.0	1.9e-69	1.0	0.890	0.538	UniRef:UniRef50_A0A2S6RVT3
contig_222	cds	144931	145659	-	MDNEJI_00381	250.0	1.2e-81	0.971	0.877	0.562	UniRef:UniRef50_A0A6V6ZHG2
contig_222	cds	145916	146389	-	MDNEJI_00382	196.0	3.6e-63	0.981	0.856	0.591	UniRef:UniRef50_A0A095SJK3
contig_222	cds	146521	146973	+	MDNEJI_00383	202.0	1.2e-65	0.993	0.805	0.644	UniRef:UniRef50_Q9I717
contig_222	cds	147013	147648	-	MDNEJI_00384	246.0	2.5e-81	0.986	0.950	0.572	UniRef:UniRef50_A0A654D7Y4
contig_222	cds	147674	148588	-	MDNEJI_00385	476.0	9.2e-169	0.990	0.918	0.827	UniRef:UniRef50_Q9I719
contig_222	cds	148614	149687	-	MDNEJI_00386	-	-	-	-	-	-
contig_222	cds	149752	150330	-	MDNEJI_00387	204.0	4.4e-65	1.021	0.938	0.536	UniRef:UniRef50_A0AAD1F0M0
contig_222	cds	150305	151099	-	MDNEJI_00388	322.0	6.0e-110	0.992	1.012	0.622	UniRef:UniRef50_A0A2M8UU76
contig_222	cds	151115	151324	+	MDNEJI_00389	101.0	2.1e-28	0.957	0.805	0.803	UniRef:UniRef50_Q9I723
contig_222	cds	151340	152227	-	MDNEJI_00390	329.0	1.1e-111	0.973	0.986	0.537	UniRef:UniRef50_Q3J6R1
contig_222	cds	152238	152792	-	MDNEJI_00391	272.0	6.2e-92	0.984	0.819	0.740	UniRef:UniRef50_S6B9L1
contig_222	cds	152803	154395	-	MDNEJI_00392	813.0	4.0e-294	0.955	0.863	0.783	UniRef:UniRef50_A0A964HHG6
contig_222	cds	154405	155505	-	MDNEJI_00393	458.0	1.0e-159	0.984	0.893	0.603	UniRef:UniRef50_C1DA52
contig_222	cds	155901	156539	+	MDNEJI_00394	262.0	2.5e-87	0.972	0.884	0.612	UniRef:UniRef50_A0A3M4W0L5
contig_222	cds	156526	158097	-	MDNEJI_00395	529.0	8.7e-183	0.966	0.905	0.606	UniRef:UniRef50_I8I592
contig_222	cds	158308	159036	-	MDNEJI_00396	386.0	8.0e-136	0.942	0.938	0.825	UniRef:UniRef50_A0A7V2HHQ8
contig_222	cds	159412	160659	-	MDNEJI_00397	516.0	2.2e-181	0.981	0.938	0.644	UniRef:UniRef50_A0A679GDI8
contig_222	cds	160641	161561	-	MDNEJI_00398	467.0	1.1e-165	1.0	0.990	0.703	UniRef:UniRef50_Q9I732
contig_222	cds	161583	162743	-	MDNEJI_00399	371.0	9.8e-125	0.987	0.905	0.533	UniRef:UniRef50_Q9I733
contig_222	cds	162743	163780	-	MDNEJI_00400	347.0	8.5e-117	0.977	0.923	0.567	UniRef:UniRef50_A0A554PBT4
contig_222	cds	163777	164889	-	MDNEJI_00401	739.0	7.9e-271	1.0	0.927	0.973	UniRef:UniRef50_A0A0H2ZKA6
contig_222	cds	164906	165355	-	MDNEJI_00402	164.0	1.6e-50	0.940	0.824	0.657	UniRef:UniRef50_Q9I736
contig_222	cds	165383	167608	-	MDNEJI_00403	-	-	-	-	-	-
contig_222	cds	167862	168296	+	MDNEJI_00404	224.0	9.5e-75	0.979	0.865	0.766	UniRef:UniRef50_Q9I738
contig_222	cds	168312	169694	+	MDNEJI_00405	784.0	9.7e-286	1.007	1.0	0.994	UniRef:UniRef50_Q9I739
contig_222	cds	169684	169917	+	MDNEJI_00406	127.0	1.1e-38	0.974	0.974	0.773	UniRef:UniRef50_A0A6N0KSE4
contig_222	cds	169930	170214	+	MDNEJI_00407	143.0	3.6e-44	1.0	0.922	0.745	UniRef:UniRef50_Q9I740
contig_222	cds	170329	172269	-	MDNEJI_00408	-	-	-	-	-	-
contig_222	cds	172307	175015	-	MDNEJI_00409	1171.0	0.0	1.088	0.999	0.640	UniRef:UniRef50_A0A158BUS1
contig_222	cds	175008	176054	-	MDNEJI_00410	483.0	2.8e-170	0.937	0.908	0.690	UniRef:UniRef50_Q9I743
contig_222	cds	176018	177877	-	MDNEJI_00411	684.0	7.1e-241	1.057	1.0	0.554	UniRef:UniRef50_Q9I744
contig_222	cds	177874	178383	-	MDNEJI_00412	219.0	1.1e-71	0.994	0.898	0.649	UniRef:UniRef50_Q9I745
contig_222	cds	178385	179170	-	MDNEJI_00413	285.0	2.3e-94	1.015	0.852	0.528	UniRef:UniRef50_A0A7I8CKK6
contig_222	cds	179398	179886	-	MDNEJI_00414	229.0	6.4e-76	0.994	0.861	0.683	UniRef:UniRef50_A0A3M3E5I0
contig_222	cds	179962	181458	-	MDNEJI_00415	744.0	4.1e-268	1.048	0.960	0.705	UniRef:UniRef50_Q9I748
contig_222	cds	181471	181989	-	MDNEJI_00416	164.0	4.4e-50	0.930	0.856	0.500	UniRef:UniRef50_A0A8B5WDH3
contig_222	cds	182078	183112	-	MDNEJI_00417	363.0	2.9e-123	1.015	0.946	0.582	UniRef:UniRef50_A0A446B2W5
contig_222	cds	183480	184991	+	MDNEJI_00418	530.0	4.8e-183	1.163	1.003	0.547	UniRef:UniRef50_A0A3M3E5V2
contig_222	cds	185036	185500	+	MDNEJI_00419	274.0	2.7e-94	0.896	0.868	1.0	UniRef:UniRef50_Q9I752
contig_222	cds	185516	186850	+	MDNEJI_00420	436.0	3.4e-149	1.0	0.996	0.514	UniRef:UniRef50_A0A545TGR4
contig_222	cds	186857	188206	+	MDNEJI_00421	430.0	2.4e-146	1.062	1.015	0.516	UniRef:UniRef50_N6YNX6
contig_222	cds	188203	191736	+	MDNEJI_00422	1516.0	0.0	0.968	0.884	0.695	UniRef:UniRef50_Q9I755
contig_222	cds	191733	192413	+	MDNEJI_00423	456.0	1.8e-163	1.0	0.915	0.991	UniRef:UniRef50_Q9I756
contig_222	cds	192423	193151	+	MDNEJI_00424	467.0	2.3e-167	1.0	0.924	0.996	UniRef:UniRef50_A0A5E6T5M7
contig_222	cds	193159	196257	+	MDNEJI_00425	1779.0	0.0	1.107	1.0	0.848	UniRef:UniRef50_Q9I758
contig_222	cds	196254	196973	+	MDNEJI_00426	282.0	7.5e-95	0.983	0.983	0.660	UniRef:UniRef50_A0A5E6T0W7
contig_222	cds	196973	198172	+	MDNEJI_00427	408.0	2.5e-139	1.005	0.998	0.596	UniRef:UniRef50_A0A1V9UWJ6
contig_222	cds	198165	199877	+	MDNEJI_00428	853.0	0.0	0.953	0.867	0.786	UniRef:UniRef50_A4XUQ2
