Product_normalized	OriginalProducts	Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	DbXrefs
3-oxoacyl-acyl-carrier-protein reductase	3-oxoacyl-[acyl-carrier-protein] reductase	contig_1	cds	2135000	2135743	+	OIFKLK_02039		SO:0001217, UniRef:UniRef50_I4CV97
3-oxoacyl-acyl-carrier-protein reductase fabg	3-oxoacyl-[acyl-carrier-protein] reductase FabG	contig_1	cds	6365597	6366334	-	OIFKLK_05986	fabG	SO:0001217, UniRef:UniRef50_A0A069Q155
3-oxoacyl-acyl-carrier-protein reductase maba	3-oxoacyl-[acyl-carrier-protein] reductase MabA	contig_1	cds	4154362	4155156	-	OIFKLK_03898	mabA	SO:0001217, UniRef:UniRef50_A0A172UFQ7
3-oxoacyl-acyl-carrier-protein synthase 1	3-oxoacyl-[acyl-carrier-protein] synthase 1	contig_1	cds	3975722	3976939	+	OIFKLK_03725		SO:0001217, UniRef:UniRef50_A0A7Y4FGN5
3-oxoacyl-acyl-carrier-protein synthase 2	3-oxoacyl-[acyl-carrier-protein] synthase 2	contig_1	cds	4129729	4130997	+	OIFKLK_03872		SO:0001217, UniRef:UniRef50_A0A2W0FKX1
3-oxoadipate coa-transferase	3-oxoadipate CoA-transferase	contig_1	cds	261457	262239	+	OIFKLK_00236		SO:0001217, UniRef:UniRef50_S6BGT4
3-oxoadipate coa-transferase subunit a	3-oxoadipate CoA-transferase subunit A	contig_1	cds	260609	261460	+	OIFKLK_00235		SO:0001217, UniRef:UniRef50_Q8VPF3
3-oxoadipate enol-lactonase	3-oxoadipate enol-lactonase	contig_1	cds	266306;548913	267097;549710	+	OIFKLK_00240;OIFKLK_00503		SO:0001217, UniRef:UniRef50_A0A0S2DBU0;SO:0001217, UniRef:UniRef50_A0A6L6TEI6
3-oxoadipate enol-lactone hydrolase	3-oxoadipate enol-lactone hydrolase	contig_1	cds	2043039	2044040	-	OIFKLK_01950		SO:0001217, UniRef:UniRef50_A0A157P5A4
3-phosphoglycerate kinase	3-phosphoglycerate kinase	contig_1	cds	1856448	1856765	+	OIFKLK_01777		SO:0001217, UniRef:UniRef50_Q9HZ16
3-phosphoshikimate 1-carboxyvinyltransferase	3-phosphoshikimate 1-carboxyvinyltransferase	contig_1	cds	1915820	1918060	+	OIFKLK_01839		SO:0001217, UniRef:UniRef50_A0A2E6M221
30s ribosomal protein s1	30S ribosomal protein S1	contig_1	cds	1919017	1920696	+	OIFKLK_01841		SO:0001217, UniRef:UniRef50_A0A1B8P219
30s ribosomal protein s3	30S ribosomal protein S3	contig_1	cds	4626935	4627177	+	OIFKLK_04344		SO:0001217, UniRef:UniRef50_C3K864
33 kda chaperonin	33 kDa chaperonin	contig_1	cds	6413031	6413924	-	OIFKLK_06032		SO:0001217, UniRef:UniRef50_A0A0F7M023
34-dihydroxy-2-butanone 4-phosphate synthase	3,4-dihydroxy-2-butanone 4-phosphate synthase	contig_1	cds	904456	905553	+	OIFKLK_00871		SO:0001217, UniRef:UniRef50_Q9HWX4
4-alpha-glucanotransferase	4-alpha-glucanotransferase	contig_1	cds	3346056	3348110	+	OIFKLK_03151		SO:0001217, UniRef:UniRef50_A6V618
4-amino-4-deoxy-l-arabinose-phosphound	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE	contig_1	cds	1499854	1500201	-	OIFKLK_01447	arnE	SO:0001217, UniRef:UniRef50_Q9HY60
4-aminobutyrate aminotransferase	4-aminobutyrate aminotransferase	contig_1	cds	310103	311383	+	OIFKLK_00281		SO:0001217, UniRef:UniRef50_A0A377C5I6
4-carboxy-2-hydroxymuconate-6-semialdehyde dehydrogenase	4-carboxy-2-hydroxymuconate-6-semialdehyde dehydrogenase	contig_1	cds	272616	273659	+	OIFKLK_00247		SO:0001217, UniRef:UniRef50_Q88JP7
4-carboxymuconolactone d	4-carboxymuconolactone decarboxylase	contig_1	cds	267108;5433335	267509;5433721	+	OIFKLK_00241;OIFKLK_05124		SO:0001217, UniRef:UniRef50_A0A7W5II27;SO:0001217, UniRef:UniRef50_P20370
4-deoxy-4-formamido-l-arabinose-phosphound	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD	contig_1	cds	1501844	1502731	-	OIFKLK_01449	arnD	SO:0001217, UniRef:UniRef50_P76472
4-diphosphocytidyl-2-c-methyl-d-erythritol kinase	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	contig_1	cds	5758083	5758931	+	OIFKLK_05439		SO:0001217, UniRef:UniRef50_P42805
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase flavodoxin	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)	contig_1	cds	1170608	1171723	+	OIFKLK_01126		SO:0001217, UniRef:UniRef50_P62620
4-hydroxy-3-methylbut-2-enyl diphosphate reductase	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	contig_1	cds	5491859;5625177	5492068;5626121	-	OIFKLK_05171;OIFKLK_05321		SO:0001217, UniRef:UniRef50_A0A0C5EFG9;SO:0001217, UniRef:UniRef50_P62623
4-hydroxy-tetrahydrodipicolinate reductase	4-hydroxy-tetrahydrodipicolinate reductase	contig_1	cds	5897999	5898805	-	OIFKLK_05568		SO:0001217, UniRef:UniRef50_B2VH06
4-hydroxy-tetrahydrodipicolinate synthase	4-hydroxy-tetrahydrodipicolinate synthase	contig_1	cds	3669473;4673899	3670348;4674777	+;-	OIFKLK_03431;OIFKLK_04391		SO:0001217, UniRef:UniRef50_A0A089WR20;SO:0001217, UniRef:UniRef50_C5BQD1
4-hydroxybenzoate 3-monooxygenase	4-hydroxybenzoate 3-monooxygenase	contig_1	cds	284552	285736	-	OIFKLK_00257		SO:0001217, UniRef:UniRef50_Q1I960
4-hydroxybenzoate octaprenyltransferase	4-hydroxybenzoate octaprenyltransferase	contig_1	cds	6592275	6593165	+	OIFKLK_06200		SO:0001217, UniRef:UniRef50_Q12S01
4-hydroxybenzoate transporter pcak	4-hydroxybenzoate transporter PcaK	contig_1	cds	6048554	6049894	-	OIFKLK_05716	pcaK	SO:0001217, UniRef:UniRef50_A0A2U2Y5R8
4-hydroxybenzoyl-coa thioesterase/acyl-coa thioester hydrolase	4-hydroxybenzoyl-CoA thioesterase/acyl-CoA thioester hydrolase	contig_1	cds	4705215	4705661	-	OIFKLK_04423		SO:0001217, UniRef:UniRef50_A0A7X0JWV6
4-hydroxyphenylacetate 3-monooxygenase reductase component	4-hydroxyphenylacetate 3-monooxygenase reductase component	contig_1	cds	864408	864920	-	OIFKLK_00833		SO:0001217, UniRef:UniRef50_D8IP34
4-hydroxyphenylpyruvate dioxygenase	4-hydroxyphenylpyruvate dioxygenase	contig_1	cds	4812165	4813238	-	OIFKLK_04533		SO:0001217, UniRef:UniRef50_A0A8T7A859
4-hydroxyproline 2-epimerase	4-hydroxyproline 2-epimerase	contig_1	cds	4389601	4390545	+	OIFKLK_04117		SO:0001217, UniRef:UniRef50_Q5LKW3
4-hydroxythreonine-4-phosphate dehydrogenase	4-hydroxythreonine-4-phosphate dehydrogenase	contig_1	cds	3305229;658283	3306242;659269	-	OIFKLK_00618;OIFKLK_03105		SO:0001217, UniRef:UniRef50_D7AAP8;SO:0001217, UniRef:UniRef50_P58719
4-nitrophenol 2-monooxygenase oxygenase component	4-nitrophenol 2-monooxygenase, oxygenase component	contig_1	cds	864950	866512	-	OIFKLK_00834		SO:0001217, UniRef:UniRef50_Q8RQQ0
4-vinyl reductase 4vr domain-containing protein	4-vinyl reductase 4VR domain-containing protein	contig_1	cds	6642304	6642834	+	OIFKLK_06244		SO:0001217, UniRef:UniRef50_A0A9Q6I5R8
4fe-4s ferredoxin-type domain-containing protein	4Fe-4S ferredoxin-type domain-containing protein	contig_1	cds	415922;5949194	416173;5950123	-	OIFKLK_00383;OIFKLK_05623		SO:0001217, UniRef:UniRef50_A0A433ZWY7;SO:0001217, UniRef:UniRef50_A0A6L4YEZ0
4s-4-hydroxy-5-phosphonooxypentane-23-dione isomerase	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase	contig_1	cds	1666911	1667213	+	OIFKLK_01596		SO:0001217, UniRef:UniRef50_A0AA35IFX6
5' ureb small rna	5' ureB small RNA	contig_1	ncRNA	6016277	6016563	-	OIFKLK_05684	5_ureB_sRNA	RFAM:RF02514, SO:0000655
5'-nucleotidase sure	5'-nucleotidase SurE	contig_1	cds	1422477	1423226	+	OIFKLK_01375	surE	SO:0001217, UniRef:UniRef50_Q9HY05
5-amino-6-5-phospho-d-ribitylaminouracil phosphatase yigb	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB	contig_1	cds	6512162	6512860	+	OIFKLK_06123	yigB	SO:0001217, UniRef:UniRef50_A0A5E7A0P1
5-carboxymethyl-2-hydroxymuconate isomerase	5-carboxymethyl-2-hydroxymuconate isomerase	contig_1	cds	3580413	3580784	-	OIFKLK_03352		SO:0001217, UniRef:UniRef50_Q9I2D8
5-formyltetrahydrofolate cyclo-ligase	5-formyltetrahydrofolate cyclo-ligase	contig_1	cds	6451416	6452027	+	OIFKLK_06068		SO:0001217, UniRef:UniRef50_A0A031MIS0
5-guanidino-2-oxopentanoate d	5-guanidino-2-oxopentanoate decarboxylase	contig_1	cds	4319233	4320834	+	OIFKLK_04055		SO:0001217, UniRef:UniRef50_A0A656QMT9
5-hydroxyisourate hydrolase	5-hydroxyisourate hydrolase	contig_1	cds	4211617	4211997	-	OIFKLK_03953		SO:0001217, UniRef:UniRef50_Q8XXJ7
5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	contig_1	cds	3619869	3622169	-	OIFKLK_03388		SO:0001217, UniRef:UniRef50_A0A1M7IXR4
5-methylthioadenosine/s-adenosylhomocysteine deaminase	5-methylthioadenosine/S-adenosylhomocysteine deaminase	contig_1	cds	1906851	1908185	-	OIFKLK_01833		SO:0001217, UniRef:UniRef50_A0A5E6VET5
5-oxoprolinase subunit a	5-oxoprolinase subunit A	contig_1	cds	5464771	5465526	-	OIFKLK_05149		SO:0001217, UniRef:UniRef50_I3XZ29
5-oxoprolinase subunit a 2	5-oxoprolinase subunit A 2	contig_1	cds	559986	560744	+	OIFKLK_00515		SO:0001217, UniRef:UniRef50_Q881F7
5-oxoprolinase subunit a 3	5-oxoprolinase subunit A 3	contig_1	cds	3409136	3409879	+	OIFKLK_03206		SO:0001217, UniRef:UniRef50_Q9HVR0
5-oxoprolinase subunit pxpb	5-oxoprolinase subunit PxpB	contig_1	cds	5464097	5464774	-	OIFKLK_05148	pxpB	SO:0001217, UniRef:UniRef50_A0A6G6IRJ8
50s ribosomal protein l16 arginine hydroxylase	50S ribosomal protein L16 arginine hydroxylase	contig_1	cds	2481066	2482235	-	OIFKLK_02405		SO:0001217, UniRef:UniRef50_A0A120G553
50s ribosomal protein l21	50S ribosomal protein L21	contig_1	cds	6640508	6640978	+	OIFKLK_06242		SO:0001217, UniRef:UniRef50_A0A512HQ28
56-dimethylbenzimidazole synthase	5,6-dimethylbenzimidazole synthase	contig_1	cds	4381670	4382326	-	OIFKLK_04110		SO:0001217, UniRef:UniRef50_A0A5S9N5S2
5s ribosomal rna	5S ribosomal RNA	contig_1	rRNA	5204294;5817021;6606556;720052	5204409;5817136;6606671;720167	+;-	OIFKLK_00682;OIFKLK_04908;OIFKLK_05488;OIFKLK_06212	rrf	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
6-aminohexanoate-dimer hydrolase	6-aminohexanoate-dimer hydrolase	contig_1	cds	3210856	3212067	+	OIFKLK_03021		SO:0001217, UniRef:UniRef50_A0A9P1R179
6-carboxy-5678-tetrahydropterin synthase	6-carboxy-5,6,7,8-tetrahydropterin synthase	contig_1	cds	2439062	2439418	-	OIFKLK_02366		SO:0001217, UniRef:UniRef50_A0A5E6MPV7
6-phosphogluconate phosphatase	6-phosphogluconate phosphatase	contig_1	cds	626098	626793	-	OIFKLK_00586		SO:0001217, UniRef:UniRef50_A0A9P1R372
6-phosphogluconolactonase	6-phosphogluconolactonase	contig_1	cds	1896469	1897185	+	OIFKLK_01821		SO:0001217, UniRef:UniRef50_A0A5E6VDK6
67-dimethyl-8-ribityllumazine synthase	6,7-dimethyl-8-ribityllumazine synthase	contig_1	cds	905671	906147	+	OIFKLK_00872		SO:0001217, UniRef:UniRef50_Q9HWX5
6s / ssrs rna	6S / SsrS RNA	contig_1	ncRNA	6451228	6451406	+	OIFKLK_06067	6S	RFAM:RF00013, SO:0000655
7-carboxy-7-deazaguanine synthase	7-carboxy-7-deazaguanine synthase	contig_1	cds	4699454	4700101	-	OIFKLK_04416		SO:0001217, UniRef:UniRef50_A0A0D0TEF2
7-cyano-7-deazaguanine synthase	7-cyano-7-deazaguanine synthase	contig_1	cds	4698764	4699438	-	OIFKLK_04415		SO:0001217, UniRef:UniRef50_Q1CYI2
7-methyl-gtp pyrophosphatase	7-methyl-GTP pyrophosphatase	contig_1	cds	2131499	2132077	-	OIFKLK_02034		SO:0001217, UniRef:UniRef50_Q88LM1
78-dihydroneopterin aldolase	7,8-dihydroneopterin aldolase	contig_1	cds	1616104;647796	1616475;648212	+;-	OIFKLK_00607;OIFKLK_01546		SO:0001217, UniRef:UniRef50_A0A7U6GJP7;SO:0001217, UniRef:UniRef50_A0A8H9MAK9
8-amino-7-oxononanoate synthase	8-amino-7-oxononanoate synthase;Putative 8-amino-7-oxononanoate synthase	contig_1	cds	154576;3926821;568879	155922;3927987;570084	+;-	OIFKLK_00140;OIFKLK_00524;OIFKLK_03679		SO:0001217, UniRef:UniRef50_A0A0C3RNZ2;SO:0001217, UniRef:UniRef50_A0A0N0XKL2;SO:0001217, UniRef:UniRef50_Q7NY39
8-oxo-dgtp diphosphatase	8-oxo-dGTP diphosphatase	contig_1	cds	5346632	5347579	-	OIFKLK_05035		SO:0001217, UniRef:UniRef50_Q9HW06
8-oxoguanine deaminase	8-oxoguanine deaminase	contig_1	cds	167056	168405	+	OIFKLK_00150		SO:0001217, UniRef:UniRef50_Q9I6Z0
a	AEC family transporter	contig_1	cds	219748;3850245;6722231	220629;3851132;6723175	+;-	OIFKLK_00196;OIFKLK_03596;OIFKLK_06316		SO:0001217, UniRef:UniRef50_Q9HTA4;SO:0001217, UniRef:UniRef50_Q9I302;SO:0001217, UniRef:UniRef50_Q9I6U6
a-type flagellar hook-associated protein 2	A-type flagellar hook-associated protein 2	contig_1	cds	4578343	4579779	-	OIFKLK_04297		SO:0001217, UniRef:UniRef50_O33421
a1 b1 targets of c4 antisense rna	a1, b1 targets of C4 antisense RNA	contig_1	ncRNA	4419158	4419210	+	OIFKLK_04142	c4-a1b1	RFAM:RF03163, SO:0000644
aaa atpase	AAA ATPase	contig_1	cds	5588700	5591642	+	OIFKLK_05285		SO:0001217, UniRef:UniRef50_A0A2X0QRE7
aaa domain-containing protein	AAA domain-containing protein	contig_1	cds	2735140;4036706;4124275;4268914;4887464;5073936;5504457	2736015;4037344;4125300;4269702;4889191;5074802;5505323	+;-	OIFKLK_02656;OIFKLK_03782;OIFKLK_03867;OIFKLK_04010;OIFKLK_04599;OIFKLK_04774;OIFKLK_05183		SO:0001217, UniRef:UniRef50_A0A0F9VSQ6;SO:0001217, UniRef:UniRef50_A0A0Q7NU80;SO:0001217, UniRef:UniRef50_A0A1B8THP7;SO:0001217, UniRef:UniRef50_A0A240U7Y5;SO:0001217, UniRef:UniRef50_A9I9F2;SO:0001217, UniRef:UniRef50_F9XXD9
aaa family atpase	AAA family ATPase	contig_1	cds	2231878;2520564;5267031	2232795;2522306;5268038	+;-	OIFKLK_02135;OIFKLK_02444;OIFKLK_04955		SO:0001217, UniRef:UniRef50_A0A3D0STC4;SO:0001217, UniRef:UniRef50_Q9HZX1;SO:0001217, UniRef:UniRef50_UPI002FF2E9AB
aaa+ atpase domain-containing protein	AAA+ ATPase domain-containing protein	contig_1	cds	2393467;4878816;5249095;5577848	2394312;4882208;5250585;5578756	+;-	OIFKLK_02324;OIFKLK_04593;OIFKLK_04940;OIFKLK_05270		SO:0001217, UniRef:UniRef50_A0A024HL76;SO:0001217, UniRef:UniRef50_A0A7W5YNY1;SO:0001217, UniRef:UniRef50_A0A7Z2RRC0;SO:0001217, UniRef:UniRef50_Q63VZ7
ab hydrolase-1 domain-containing protein	AB hydrolase-1 domain-containing protein	contig_1	cds	1854485;2444151;3339839;3429513;3963268;4365039;4453096	1855312;2445044;3340615;3430415;3964080;4365878;4453731	+;-	OIFKLK_01775;OIFKLK_02372;OIFKLK_03145;OIFKLK_03225;OIFKLK_03713;OIFKLK_04093;OIFKLK_04174		SO:0001217, UniRef:UniRef50_A0A1B3E8T1;SO:0001217, UniRef:UniRef50_A0A1P8K1D4;SO:0001217, UniRef:UniRef50_A0A5E6U6I2;SO:0001217, UniRef:UniRef50_A0A8S0GX04;SO:0001217, UniRef:UniRef50_B8I9X6;SO:0001217, UniRef:UniRef50_Q9I453;SO:0001217, UniRef:UniRef50_Q9I4C7
abasic site processing protein	Abasic site processing protein	contig_1	cds	5552242;5723306	5552925;5723920	+;-	OIFKLK_05241;OIFKLK_05402		SO:0001217, UniRef:UniRef50_A0A5E7S7P4;SO:0001217, UniRef:UniRef50_A0A6G6J3L3
abc subunit of a-band lps efflux transporter	ABC subunit of A-band LPS efflux transporter	contig_1	cds	6706564	6707829	-	OIFKLK_06300		SO:0001217, UniRef:UniRef50_G3XD58
abc transmembrane type-1 domain-containing protein	ABC transmembrane type-1 domain-containing protein	contig_1	cds	1083558;1440783;1608575;1613229;1750381;1829431;1888523;1889448;215574;2180966;239048;3077593;3078437;3114403;3135195;3314630;3467077;352152;5458977;6265794;6289179;6369033;6602725	1084280;1441676;1609399;1614017;1751214;1830270;1889455;1890293;217190;2181655;239968;3078426;3079369;3115269;3135992;3315346;3468150;353021;5459888;6266756;6290030;6369728;6605010	+;-	OIFKLK_00193;OIFKLK_00214;OIFKLK_00320;OIFKLK_01039;OIFKLK_01393;OIFKLK_01536;OIFKLK_01541;OIFKLK_01674;OIFKLK_01749;OIFKLK_01814;OIFKLK_01815;OIFKLK_02086;OIFKLK_02906;OIFKLK_02907;OIFKLK_02939;OIFKLK_02952;OIFKLK_03114;OIFKLK_03252;OIFKLK_05142;OIFKLK_05897;OIFKLK_05916;OIFKLK_05990;OIFKLK_06210		SO:0001217, UniRef:UniRef50_A0A0C5E2Q4;SO:0001217, UniRef:UniRef50_A0A0C5EDZ6;SO:0001217, UniRef:UniRef50_A0A0W8JG47;SO:0001217, UniRef:UniRef50_A0A3M5EH43;SO:0001217, UniRef:UniRef50_A0A3M5W878;SO:0001217, UniRef:UniRef50_A0A5E7ALJ8;SO:0001217, UniRef:UniRef50_A0A6S7AVE2;SO:0001217, UniRef:UniRef50_A0AA35N337;SO:0001217, UniRef:UniRef50_A0AA37HK38;SO:0001217, UniRef:UniRef50_A0AAD1GVC0;SO:0001217, UniRef:UniRef50_A0AAJ5N3T5;SO:0001217, UniRef:UniRef50_A0AAJ5NCK6;SO:0001217, UniRef:UniRef50_A0AAJ5T3H9;SO:0001217, UniRef:UniRef50_A0AAJ5T3R6;SO:0001217, UniRef:UniRef50_A0AAJ5T7P8;SO:0001217, UniRef:UniRef50_A7MH46;SO:0001217, UniRef:UniRef50_A8AGV5;SO:0001217, UniRef:UniRef50_F4GVJ9;SO:0001217, UniRef:UniRef50_N2J0X2;SO:0001217, UniRef:UniRef50_N9Q7K9;SO:0001217, UniRef:UniRef50_R8YTA0;SO:0001217, UniRef:UniRef50_U3GCD2;SO:0001217, UniRef:UniRef50_U5T4C1
abc transporter	ABC transporter	contig_1	cds	3680350;4785306	3682521;4785995	-	OIFKLK_03442;OIFKLK_04508		SO:0001217, UniRef:UniRef50_A0A0B7DD05;SO:0001217, UniRef:UniRef50_W1N8V1
abc transporter atp-binding protein	ABC transporter ATP-binding protein;ABC transporter, ATP-binding protein	contig_1	cds	159568;2091884;2251161;5460915;6012824	161139;2092117;2251844;5461886;6013522	+;-	OIFKLK_00144;OIFKLK_01995;OIFKLK_02154;OIFKLK_05144;OIFKLK_05677		SO:0001217, UniRef:UniRef50_A0A142MD42;SO:0001217, UniRef:UniRef50_A0A157M7F7;SO:0001217, UniRef:UniRef50_A0A3M3X9F2;SO:0001217, UniRef:UniRef50_Q87ZB7;SO:0001217, UniRef:UniRef50_W9B7Y2
abc transporter atp-binding protein nosf	putative ABC transporter ATP-binding protein NosF	contig_1	cds	1659924	1660838	-	OIFKLK_01591	nosF	SO:0001217, UniRef:UniRef50_P19844
abc transporter atp-binding protein pchh	ABC transporter ATP-binding protein PchH	contig_1	cds	778419	780131	+	OIFKLK_00746	pchH	BlastRules:WP_003115081, SO:0001217, UniRef:UniRef50_A0AAE8NBH6
abc transporter atp-binding protein pchi	ABC transporter ATP-binding protein PchI	contig_1	cds	780128	781852	+	OIFKLK_00747	pchI	BlastRules:WP_003115082, SO:0001217, UniRef:UniRef50_A0A6J5DYU8
abc transporter atpase	ABC transporter ATPase	contig_1	cds	6011830	6012687	+	OIFKLK_05676		SO:0001217, UniRef:UniRef50_A0A105Z7Z4
abc transporter binding protein nosd	putative ABC transporter binding protein NosD	contig_1	cds	1660835	1662121	-	OIFKLK_01592	nosD	SO:0001217, UniRef:UniRef50_P19843
abc transporter domain-containing protein	ABC transporter domain-containing protein	contig_1	cds	1328940;1751208;1866417;2192307;2294655;2597353;3113538;4309379;5665907;6479519;897613;919948	1329863;1752011;1867211;2193080;2295587;2599122;3114386;4311019;5666620;6481435;898317;920874	+;-	OIFKLK_00862;OIFKLK_00888;OIFKLK_01265;OIFKLK_01675;OIFKLK_01789;OIFKLK_02098;OIFKLK_02202;OIFKLK_02523;OIFKLK_02938;OIFKLK_04046;OIFKLK_05360;OIFKLK_06093		SO:0001217, UniRef:UniRef50_A0A0C5E8B3;SO:0001217, UniRef:UniRef50_A0A0C5EAA5;SO:0001217, UniRef:UniRef50_A0A0J6SIY9;SO:0001217, UniRef:UniRef50_A0A1P8ULG6;SO:0001217, UniRef:UniRef50_A0AAJ5N457;SO:0001217, UniRef:UniRef50_A7MJX9;SO:0001217, UniRef:UniRef50_H1CXV3;SO:0001217, UniRef:UniRef50_K1JG05;SO:0001217, UniRef:UniRef50_K2DRA1;SO:0001217, UniRef:UniRef50_K8PDE3;SO:0001217, UniRef:UniRef50_K9DUY1
abc transporter nucleotide binding/atpase protein	ABC transporter nucleotide binding/ATPase protein	contig_1	cds	6367431	6368204	+	OIFKLK_05988		SO:0001217, UniRef:UniRef50_B9K015
abc transporter nucleotide binding/atpase protein nitrate/sulfonates	ABC transporter nucleotide binding/ATPase protein (Nitrate/sulfonates)	contig_1	cds	214738	215577	-	OIFKLK_00192		SO:0001217, UniRef:UniRef50_B9K4V1
abc transporter periplasmic substrate-binding protein	ABC transporter, periplasmic substrate-binding protein	contig_1	cds	1831131	1832189	-	OIFKLK_01751		SO:0001217, UniRef:UniRef50_F3GDT6
abc transporter permease	ABC transporter permease	contig_1	cds	1133299;162258;2190311;361823;5664717;6763383	1134189;163184;2191342;362515;5665910;6764060	+;-	OIFKLK_00146;OIFKLK_00331;OIFKLK_01089;OIFKLK_02096;OIFKLK_05359;OIFKLK_06354		SO:0001217, UniRef:UniRef50_A0A1D9CV15;SO:0001217, UniRef:UniRef50_A0A1X1PJJ0;SO:0001217, UniRef:UniRef50_A0A223UAG3;SO:0001217, UniRef:UniRef50_A0A2G0X9S4;SO:0001217, UniRef:UniRef50_A0A3B0M519;SO:0001217, UniRef:UniRef50_A0AAJ5N3Y9
abc transporter permease protein nosy	putative ABC transporter permease protein NosY	contig_1	cds	1659106	1659933	-	OIFKLK_01590	nosY	SO:0001217, UniRef:UniRef50_P19845
abc transporter permease subunit	ABC transporter permease subunit	contig_1	cds	1440020	1440790	-	OIFKLK_01392		SO:0001217, UniRef:UniRef50_A0A934GMH5
abc transporter substrate-binding protein	ABC transporter substrate-binding protein	contig_1	cds	256905;3033358;3112508;3793793;3972125;4963343;5062699;670316;672749	257963;3034563;3113530;3795001;3973054;4964095;5063415;671350;673795	+;-	OIFKLK_00231;OIFKLK_00627;OIFKLK_00629;OIFKLK_02870;OIFKLK_02937;OIFKLK_03543;OIFKLK_03722;OIFKLK_04662;OIFKLK_04761		SO:0001217, UniRef:UniRef50_A0A3M5D403;SO:0001217, UniRef:UniRef50_A0A9D6PP31;SO:0001217, UniRef:UniRef50_A6V7I1;SO:0001217, UniRef:UniRef50_A7HYL5;SO:0001217, UniRef:UniRef50_M4X6V3;SO:0001217, UniRef:UniRef50_Q9I1G6;SO:0001217, UniRef:UniRef50_Q9I5G1
abc transporter substrate-binding protein pnra-like domain-containing protein	ABC transporter substrate-binding protein PnrA-like domain-containing protein	contig_1	cds	171095	172192	+	OIFKLK_00154		SO:0001217, UniRef:UniRef50_W8XA23
abc transporter transmembrane regionabc transporter	ABC transporter, transmembrane region:ABC transporter	contig_1	cds	4556959	4558215	-	OIFKLK_04274		SO:0001217, UniRef:UniRef50_A0A3M4PPV2
abc-2 type transporter domain-containing protein	ABC-2 type transporter domain-containing protein	contig_1	cds	1329860	1330594	+	OIFKLK_01266		SO:0001217, UniRef:UniRef50_A0A0C5E9N3
abc-2 type transporter transmembrane domain-containing protein	ABC-2 type transporter transmembrane domain-containing protein	contig_1	cds	1653795;919217	1654967;919951	+;-	OIFKLK_00887;OIFKLK_01584		SO:0001217, UniRef:UniRef50_Q9HWY9;SO:0001217, UniRef:UniRef50_Q9HYK3
abc-type dipeptide transporter	ABC-type dipeptide transporter	contig_1	cds	3464447;3764979;5459941	3466057;3766589;5460915	+;-	OIFKLK_03250;OIFKLK_03515;OIFKLK_05143		SO:0001217, UniRef:UniRef50_A0A0A6PIS1;SO:0001217, UniRef:UniRef50_A0A1G5QPX3;SO:0001217, UniRef:UniRef50_A0A2X3JYC5
abc-type glycine betaine transport system substrate-binding domain-containing protein	ABC-type glycine betaine transport system substrate-binding domain-containing protein	contig_1	cds	38353;6290055;6299558	39276;6291023;6300580	-	OIFKLK_00034;OIFKLK_05917;OIFKLK_05924		SO:0001217, UniRef:UniRef50_A0A3M3EIM8;SO:0001217, UniRef:UniRef50_Q9HU80;SO:0001217, UniRef:UniRef50_Q9I7A0
abc-type transport auxiliary lipoprotein component domain-containing protein	ABC-type transport auxiliary lipoprotein component domain-containing protein	contig_1	cds	1864836;6122452	1865480;6123162	-	OIFKLK_01787;OIFKLK_05781		SO:0001217, UniRef:UniRef50_A0A1H0N3C6;SO:0001217, UniRef:UniRef50_S6BKM3
abc-type transporter periplasmic component	Putative ABC-type transporter, periplasmic component	contig_1	cds	1134273	1135250	-	OIFKLK_01090		SO:0001217, UniRef:UniRef50_G3A895
abc-type uncharacterized transport system domain-containing protein	ABC-type uncharacterized transport system domain-containing protein	contig_1	cds	1330605;917405	1332452;919207	+;-	OIFKLK_00886;OIFKLK_01267		SO:0001217, UniRef:UniRef50_Q9HXX0
